"Numer RSPO";"REGON";"NIP";"Typ";"Nazwa";"Kod terytorialny województwo";"Kod terytorialny powiat";"Kod terytorialny gmina";"Kod terytorialny miejscowość";"Kod terytorialny ulica";"Województwo";"Powiat";"Gmina";"Miejscowość";"Rodzaj miejscowości";"Ulica";"Numer budynku";"Numer lokalu";"Kod pocztowy";"Poczta";"Telefon";"Faks";"E-mail";"Strona www";"Publiczność status";"Kategoria uczniów";"Specyfika placówki";"Imię i nazwisko dyrektora";"Data założenia";"Data rozpoczęcia działalności";"Data likwidacji";"Typ organu prowadzącego";"Nazwa organu prowadzącego";"REGON organu prowadzącego";"NIP organu prowadzącego";"Województwo organu prowadzącego";"Powiat organu prowadzącego";"Gmina organu prowadzącego";"Miejsce w strukturze";"RSPO podmiotu nadrzędnego";"Typ podmiotu nadrzędnego";"Nazwa podmiotu nadrzędnego";"Liczba uczniów";"Tereny sportowe";"Języki nauczane";"Czy zatrudnia logopedę";"Czy zatrudnia psychologa";"Czy zatrudnia pedagoga";"Oddziały podstawowe wg specyfiki";"Oddziały dodatkowe";"Zawód";"Zawód artystyczny";"Zawód w KPSS";"Dziedzina BCU"
"17926";"=""180641802""";"=""8671615454""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA";"=""18""";"=""1864""";"=""1864011""";"=""0980085""";"=""25084""";"PODKARPACKIE";"Tarnobrzeg";"Tarnobrzeg";"Tarnobrzeg";"miasto";"ul. Stanisława Wyspiańskiego";"=""10""";"";"=""39-400""";"Tarnobrzeg";"=""158227441""";"=""158227441""";"sp4tbg@wp.pl";"sp4tarnobrzeg.edupage.org";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"GRZEGORZ KOKOSZKA";"1970.09.01";"1970.09.01";"";"Miasto na prawach powiatu";"MIASTO TARNOBRZEG";"=""830409092""";"=""8672079199""";"PODKARPACKIE";"Tarnobrzeg";"Tarnobrzeg";"samodzielna";"";"";"";"451";"boiska do piłki nożnej, boiska uniwersalne/wielozadaniowe";"angielski, hiszpański, niemiecki";"Nie";"Tak";"Tak";"ogólnodostępny, integracyjny";"";"";"";"";""
"55756";"=""330366843""";"=""6721117310""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W BIAŁOGARDZIE";"=""32""";"=""3201""";"=""3201011""";"=""0949690""";"=""06260""";"ZACHODNIOPOMORSKIE";"białogardzki";"Białogard";"Białogard";"miasto";"ul. Grunwaldzka";"=""53""";"";"=""78-200""";"Białogard";"=""943579440""";"";"sp4@bialogard.info";"www.sp4bialogard.edupage.org";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"IWONA GRABSKA";"1958.09.01";"1958.09.01";"";"Gmina";"MIASTO BIAŁOGARD";"=""330920452""";"";"ZACHODNIOPOMORSKIE";"białogardzki";"Białogard";"samodzielna";"";"";"";"430";"boiska do piłki nożnej, boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"133577";"=""367422900""";"=""6152053442""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W BOGATYNI";"=""02""";"=""0225""";"=""0225034""";"=""0935908""";"=""02849""";"DOLNOŚLĄSKIE";"zgorzelecki";"Bogatynia";"Bogatynia";"miasto";"ul. Fryderyka Chopina";"=""15""";"";"=""59-920""";"Bogatynia";"=""757732444""";"=""757732444""";"sekretariat@sp4bogatynia.pl";"sp4.bogatynia.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"AGNIESZKA DREWNIACKA";"2017.03.28";"2017.09.01";"";"Gmina";"GMINA BOGATYNIA";"=""230821517""";"";"DOLNOŚLĄSKIE";"zgorzelecki";"Bogatynia";"samodzielna";"";"";"";"222";"boiska do siatkówki, boiska do koszykówki, boiska do piłki ręcznej, bieżnie proste, bieżnie okólne, skocznie, boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Tak";"Tak";"Nie";"ogólnodostępny, sportowy";"";"";"";"";""
"31729";"=""000903305""";"=""7751112803""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W KUTNIE";"=""10""";"=""1002""";"=""1002011""";"=""0969103""";"=""14015""";"ŁÓDZKIE";"kutnowski";"Kutno";"Kutno";"miasto";"ul. Narutowicza";"=""22""";"";"=""99-300""";"Kutno";"=""242533967""";"=""242533967""";"sp4@edu.kutno.pl";"sp4kutno.edupage.org";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"KATARZYNA NARKIEWICZ";"1929.09.01";"1929.09.01";"";"Gmina";"MIASTO KUTNO";"=""611015454""";"";"ŁÓDZKIE";"kutnowski";"Kutno";"samodzielna";"";"";"";"218";"boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny";"Oddział przygotowawczy";"";"";"";""
"52396";"=""000235654""";"=""7641099875""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W PILE";"=""30""";"=""3019""";"=""3019011""";"=""0966530""";"=""06029""";"WIELKOPOLSKIE";"pilski";"Piła";"Piła";"miasto";"ul. Grabowa";"=""18""";"";"=""64-920""";"Piła";"=""0672131157""";"=""0672131157""";"sekretariat@sp4pila.dlaedu.pl";"www.sp4.e-pila.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"MATEUSZ BŁAŻEJEWSKI";"1950.09.01";"1950.09.01";"";"Gmina";"GMINA PIŁA";"=""570791164""";"=""7642614167""";"WIELKOPOLSKIE";"pilski";"Piła";"samodzielna";"";"";"";"447";"boiska do piłki nożnej, skocznie, boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Nie";"Tak";"Nie";"ogólnodostępny, sportowy";"";"";"";"";""
"55614";"=""000714691""";"=""7162152175""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W PUŁAWACH";"=""06""";"=""0614""";"=""0614011""";"=""0956810""";"=""25267""";"LUBELSKIE";"puławski";"Puławy";"Puławy";"miasto";"ul. Franciszka Zabłockiego";"=""8""";"";"=""24-100""";"Puławy";"=""814586555""";"=""814586556""";"sp4@um.pulawy.pl";"sp4.um.pulawy.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"EDYTA SKOCZEK";"1969.09.01";"1969.09.01";"";"Gmina";"MIASTO PUŁAWY";"=""431019371""";"";"LUBELSKIE";"puławski";"Puławy";"samodzielna";"";"";"";"286";"boiska do piłki nożnej, bieżnie proste, skocznie, boiska uniwersalne/wielozadaniowe";"angielski";"Tak";"Tak";"Tak";"ogólnodostępny, integracyjny";"";"";"";"";""
"20280";"=""000730046""";"=""6492020476""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA KOPERNIKA W ZAWIERCIU";"=""24""";"=""2416""";"=""2416021""";"=""0945491""";"=""17366""";"ŚLĄSKIE";"zawierciański";"Zawiercie";"Zawiercie";"miasto";"ul. Powstańców Śląskich";"=""18""";"";"=""42-400""";"Zawiercie";"=""326721357""";"=""326721357""";"sp4zawiercie@zawiercie.eu";"http://sp4zawiercie.szkolnastrona.pl/";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"PAULINA PICHETA";"1913.09.01";"1913.09.01";"";"Gmina";"GMINA ZAWIERCIE";"=""276258871""";"";"ŚLĄSKIE";"zawierciański";"Zawiercie";"samodzielna";"";"";"";"209";"korty tenisowe, boiska do piłki nożnej, boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny, integracyjny";"Zajęcia rewalidacyjno-wychowawcze";"";"";"";""
"31353";"=""000235743""";"=""8381648623""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. MIKOŁAJA REJA W ŻYRARDOWIE";"=""14""";"=""1438""";"=""1438011""";"=""0977210""";"=""18368""";"MAZOWIECKIE";"żyrardowski";"Żyrardów";"Żyrardów";"miasto";"ul. Radziwiłłowska";"=""16""";"";"=""96-300""";"Żyrardów";"=""468553081""";"";"zsp4@zyrardow.pl";"sp4.zyrardow.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"BEATA MARZĘDA-PRZYBYSZ";"1975.12.15";"1975.12.15";"";"Gmina";"MIASTO ŻYRARDÓW";"=""750148650""";"=""8381464722""";"MAZOWIECKIE";"żyrardowski";"Żyrardów";"samodzielna";"";"";"";"552";"bieżnie proste, boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Tak";"Nie";"Tak";"ogólnodostępny, sportowy";"";"";"";"";""
"9918";"=""000223510""";"=""5541733171""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. MJRA HENRYKA SUCHARSKIEGO W BYDGOSZCZY";"=""04""";"=""0461""";"=""0461011""";"=""0928363""";"=""25133""";"KUJAWSKO-POMORSKIE";"Bydgoszcz";"Bydgoszcz";"Bydgoszcz";"miasto";"ul. Wyzwolenia";"=""4""";"";"=""85-790""";"Bydgoszcz";"=""523471510""";"=""523439339""";"zspp04@edu.bydgoszcz.pl";"sp04.edu.bydgoszcz.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"";"1975.12.15";"1975.12.15";"";"Miasto na prawach powiatu";"MIASTO BYDGOSZCZ";"=""092351297""";"";"KUJAWSKO-POMORSKIE";"Bydgoszcz";"Bydgoszcz";"szkoła/placówka wchodząca w skład jednostki złożonej";"275041";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 4 W BYDGOSZCZY";"452";"";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"25157";"=""192969226""";"=""5911702347""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. NAUCZYCIELI BOHATERÓW ZIEMI KOŚCIERSKIEJ W KOSCIERZYNIE";"=""22""";"=""2206""";"=""2206011""";"=""0934553""";"=""21970""";"POMORSKIE";"kościerski";"Kościerzyna";"Kościerzyna";"miasto";"ul. Szkolna";"=""1""";"";"=""83-400""";"Kościerzyna";"=""586863432""";"";"sekretariat.sp4@koscierzyna.gda.pl";"sp4koscierzyna.szkolnastrona.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"Gabriela Kreft";"1963.09.03";"1963.09.03";"";"Gmina";"GMINA MIEJSKA KOŚCIERZYNA";"=""191675126""";"=""5911566370""";"POMORSKIE";"kościerski";"Kościerzyna";"samodzielna";"";"";"";"481";"boiska do piłki nożnej, boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Nie";"Tak";"Tak";"ogólnodostępny";"Grupa nauczania języka mniejszości";"";"";"";""
"24911";"=""017364306""";"";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. OBROŃCÓW MODLINA W NOWYM DWORZE MAZOWIECKIM";"=""14""";"=""1414""";"=""1414011""";"=""0921148""";"=""01014""";"MAZOWIECKIE";"nowodworski";"Nowy Dwór Mazowiecki";"Nowy Dwór Mazowiecki";"miasto";"ul. gen. Józefa Bema";"=""312""";"";"=""05-160""";"Nowy Dwór Mazowiecki";"=""227134427""";"";"sekretariat@zs4.nowydwormaz.pl";"www.zs4.nowydwormaz.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"";"1999.04.29";"1999.09.01";"";"Gmina";"MIASTO NOWY DWÓR MAZOWIECKI";"=""013270347""";"=""5311000938""";"MAZOWIECKIE";"nowodworski";"Nowy Dwór Mazowiecki";"szkoła/placówka wchodząca w skład jednostki złożonej";"17438";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO-PRZEDSZKOLNY NR 4 W NOWYM DWORZE MAZOWIECKIM";"410";"";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny";"Wczesne wspomaganie rozwoju";"";"";"";""
"133211";"=""366809376""";"=""7622003408""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. OBROŃCÓW WESTERPLATTE W WYSZKOWIE";"=""14""";"=""1435""";"=""1435054""";"=""0966470""";"=""37884""";"MAZOWIECKIE";"wyszkowski";"Wyszków";"Wyszków";"miasto";"ul. Generała Józefa Sowińskiego";"=""55""";"";"=""07-202""";"Wyszków";"=""297424517""";"";"sp4@wyszkow.eu";"www.sp4wyszkow.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"EWA RUNO";"2017.02.28";"2017.09.01";"";"Gmina";"GMINA WYSZKÓW";"=""550667994""";"";"MAZOWIECKIE";"wyszkowski";"Wyszków";"samodzielna";"";"";"";"624";"boiska do koszykówki, boiska do piłki nożnej";"angielski, niemiecki, włoski";"Tak";"Tak";"Tak";"ogólnodostępny, integracyjny";"";"";"";"";""
"6532";"=""000728836""";"";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. ORŁA BIAŁEGO W CZECHOWICACH-DZIEDZICACH";"=""24""";"=""2402""";"=""2402044""";"=""0939094""";"=""21410""";"ŚLĄSKIE";"bielski";"Czechowice-Dziedzice";"Czechowice-Dziedzice";"miasto";"ul. Studencka";"=""2""";"";"=""43-502""";"Czechowice-Dziedzice";"=""322153103""";"=""322153103""";"sekretariat.sp4@czechowice.edu.pl";"";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"BOŻENA GŁĄBEK";"1919.11.29";"1919.11.29";"";"Gmina";"GMINA CZECHOWICE-DZIEDZICE";"=""276258121""";"";"ŚLĄSKIE";"bielski";"Czechowice-Dziedzice";"samodzielna";"";"";"";"228";"bieżnie proste, boiska uniwersalne/wielozadaniowe";"angielski";"Nie";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"29514";"=""000729505""";"=""6281951195""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. ORŁA BIAŁEGO W TRZEBINI";"=""12""";"=""1203""";"=""1203054""";"=""0944149""";"=""21474""";"MAŁOPOLSKIE";"chrzanowski";"Trzebinia";"Trzebinia";"miasto";"ul. Styczniowa";"=""47""";"";"=""32-540""";"Trzebinia";"=""0326121320""";"";"sp4@tca.trzebinia.pl";"www.sp4trzebinia.edupage.org";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"ANETA GAWIN";"1964.09.01";"1964.09.01";"";"Gmina";"GMINA TRZEBINIA";"=""276258032""";"";"MAŁOPOLSKIE";"chrzanowski";"Trzebinia";"samodzielna";"";"";"";"124";"boiska do piłki nożnej, boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"63253";"=""001153869""";"=""8491507094""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. PAPIEŻA JANA PAWŁA II";"=""28""";"=""2816""";"=""2816034""";"=""0977835""";"=""24715""";"WARMIŃSKO-MAZURSKIE";"piski";"Pisz";"Pisz";"miasto";"ul. Michała Wołodyjowskiego";"=""2a""";"";"=""12-200""";"Pisz";"=""874251522""";"=""874251522""";"sekretariat@sp4.pisz.pl";"sp4.pisz.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"ANNA MAKSIMOWICZ";"1983.03.31";"1983.09.01";"";"Gmina";"GMINA PISZ";"=""790671538""";"";"WARMIŃSKO-MAZURSKIE";"piski";"Pisz";"samodzielna";"";"";"";"523";"boiska do siatkówki, boiska do koszykówki, boiska do piłki ręcznej";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"133791";"=""367629742""";"=""5671910039""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. PAPIEŻA JANA PAWŁA II";"=""14""";"=""1420""";"=""1420011""";"=""0930800""";"=""34837""";"MAZOWIECKIE";"płoński";"Płońsk";"Płońsk";"miasto";"ul. ks. Romualda Jaworskiego";"=""25""";"";"=""09-100""";"Płońsk";"=""236622167""";"=""236622167""";"sp4plonsk@plonsk.pl";"www.sp4plonsk.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"STANISŁAW URBAN";"2017.09.01";"2017.09.01";"";"Gmina";"GMINA MIASTO PŁOŃSK";"=""130377847""";"";"MAZOWIECKIE";"płoński";"Płońsk";"samodzielna";"";"";"";"607";"boiska uniwersalne/wielozadaniowe";"angielski, francuski, niemiecki, rosyjski";"Nie";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"18473";"=""430332769""";"=""5050083290""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. PAPIEŻA JANA PAWŁA II W ŁĘCZNEJ";"=""06""";"=""0610""";"=""0610034""";"=""0956388""";"=""07380""";"LUBELSKIE";"łęczyński";"Łęczna";"Łęczna";"miasto";"ul. Jaśminowa";"=""6""";"";"=""21-010""";"Łęczna";"=""814627003""";"";"sekretariat@sp4leczna.pl";"www.sp4leczna.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"SŁAWOMIR WINIARSKI";"1993.05.12";"1993.09.01";"";"Gmina";"GMINA ŁĘCZNA";"=""431020055""";"";"LUBELSKIE";"łęczyński";"Łęczna";"samodzielna";"";"";"";"1022";"korty tenisowe, boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny, integracyjny";"";"";"";"";""
"8496";"=""190956685""";"=""5882140041""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. PŁK. KAZIMIERZA PRUSZKOWSKIEGO W REDZIE";"=""22""";"=""2215""";"=""2215011""";"=""0934659""";"=""11596""";"POMORSKIE";"wejherowski";"Reda";"Reda";"miasto";"ul. Łąkowa";"=""36""";"";"=""84-240""";"Reda";"=""0587386400""";"=""0587386409""";"sekretariat@sp4reda.pl";"sp4reda.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"";"1988.06.08";"1988.09.01";"";"Gmina";"GMINA MIASTO REDA";"=""191675161""";"";"POMORSKIE";"wejherowski";"Reda";"szkoła/placówka wchodząca w skład jednostki złożonej";"275003";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO - PRZEDSZKOLNY NR 1 W REDZIE";"834";"";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny, integracyjny";"Grupa nauczania języka mniejszości";"";"";"";""
"31410";"=""000256544""";"=""7411486835""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. POLSKICH OLIMPIJCZYKÓW W OSTRÓDZIE";"=""28""";"=""2815""";"=""2815011""";"=""0964927""";"=""09582""";"WARMIŃSKO-MAZURSKIE";"ostródzki";"Ostróda";"Ostróda";"miasto";"ul. Tadeusza Kościuszki";"=""14""";"";"=""14-100""";"Ostróda";"=""896465563""";"";"sekretariat@sp4ostroda.edu.pl";"https://sp4ostroda.edupage.org";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"";"1999.03.30";"1999.09.01";"";"Gmina";"GMINA MIEJSKA  OSTRÓDA";"=""510743404""";"=""7412090654""";"WARMIŃSKO-MAZURSKIE";"ostródzki";"Ostróda";"szkoła/placówka wchodząca w skład jednostki złożonej";"131548";"Zespół szkół i placówek oświatowych";"ZESPÓŁ SZKOLNO - PRZEDSZKOLNY NR 4 W OSTRÓDZIE";"568";"";"angielski, niemiecki";"Nie";"Tak";"Nie";"ogólnodostępny, sportowy";"";"";"";"";""
"27863";"=""000716572""";"=""7441826075""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. POLSKICH PODRÓŻNIKÓW W IŁAWIE";"=""28""";"=""2807""";"=""2807011""";"=""0964650""";"=""20068""";"WARMIŃSKO-MAZURSKIE";"iławski";"Iława";"Iława";"miasto";"ul. Marii Skłodowskiej-Curie";"=""31""";"";"=""14-200""";"Iława";"=""896494198""";"";"sekretariat@sp4.ilawa.pl";"sp4.ilawa.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"EDYTA WITKOWSKA";"1975.09.01";"1975.09.01";"";"Gmina";"GMINA MIEJSKA IŁAWA";"=""510743456""";"=""7441660083""";"WARMIŃSKO-MAZURSKIE";"iławski";"Iława";"samodzielna";"";"";"";"464";"bieżnie proste, bieżnie okólne, skocznie, inne urządzenia sportowe, boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny, sportowy";"";"";"";"";""
"24977";"=""001271920""";"=""8761752315""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. POR. ZBIGNIEWA KRUSZELNICKIEGO PS. „WILK”";"=""04""";"=""0462""";"=""0462011""";"=""0983333""";"=""07380""";"KUJAWSKO-POMORSKIE";"Grudziądz";"Grudziądz";"Grudziądz";"miasto";"ul. Jaśminowa";"=""2""";"";"=""86-300""";"Grudziądz";"=""564648204""";"";"dyrektor@sp4.grudziadz.pl";"www.sp-4.cba.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"MARZENA STEFANIAK-HOLZ";"1964.08.25";"1972.09.01";"";"Miasto na prawach powiatu";"GMINA-MIASTO GRUDZIĄDZ";"=""871118833""";"=""8762426842""";"KUJAWSKO-POMORSKIE";"Grudziądz";"Grudziądz";"samodzielna";"";"";"";"497";"bieżnie proste, skocznie, inne urządzenia sportowe, boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"15341";"=""146099005""";"=""8222361642""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. POWSTAŃCÓW STYCZNIOWYCH";"=""14""";"=""1412""";"=""1412011""";"=""0975687""";"=""19838""";"MAZOWIECKIE";"miński";"Mińsk Mazowiecki";"Mińsk Mazowiecki";"miasto";"ul. Siennicka";"=""17""";"";"=""05-300""";"Mińsk Mazowiecki";"=""257585611""";"";"sekretariat@sp4mm.edu.pl";"http://sp4mm.szkolnastrona.pl/";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"ALEKSANDRA MIKULSKA";"2012.02.13";"2012.09.01";"";"Gmina";"MIASTO MIŃSK MAZOWIECKI";"=""711582598""";"";"MAZOWIECKIE";"miński";"Mińsk Mazowiecki";"samodzielna";"";"";"";"710";"boiska do piłki ręcznej, boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny, integracyjny";"Zajęcia rewalidacyjno-wychowawcze";"";"";"";""
"26448";"=""000717241""";"=""7771407625""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. PROF ADAMA WODZICZKI";"=""30""";"=""3021""";"=""3021011""";"=""0970974""";"=""11926""";"WIELKOPOLSKIE";"poznański";"Luboń";"Luboń";"miasto";"ul. 1 Maja";"=""10""";"";"=""62-030""";"Luboń";"=""618130381""";"";"spnr4@lubon.pl";"spnr4lubon.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"AGNIESZKA ANTCZAK";"1999.03.11";"1999.03.11";"";"Gmina";"MIASTO LUBOŃ";"=""631257868""";"";"WIELKOPOLSKIE";"poznański";"Luboń";"samodzielna";"";"";"";"523";"boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Nie";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"72996";"=""000720310""";"=""8481131492""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. PROF. WŁADYSŁAWA SZAFERA W EŁKU";"=""28""";"=""2805""";"=""2805011""";"=""0977670""";"=""28049""";"WARMIŃSKO-MAZURSKIE";"ełcki";"Ełk";"Ełk";"miasto";"ul. prof. Władysława Szafera";"=""2""";"";"=""19-300""";"Ełk";"=""877326050""";"";"sp4@elk.edu.pl";"www.sp4elk.edupage.org";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"DOROTA MAKSYMOWICZ";"1960.01.20";"1960.09.01";"";"Gmina";"GMINA MIASTO EŁK";"=""790671076""";"";"WARMIŃSKO-MAZURSKIE";"ełcki";"Ełk";"samodzielna";"";"";"";"666";"boiska do piłki nożnej, inne urządzenia sportowe, boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Nie";"Tak";"Tak";"ogólnodostępny, sportowy";"";"";"";"";""
"262294";"=""367993330""";"=""6351843193""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. PRZYJACIÓŁ ZIEMI W ŁAZISKACH GÓRNYCH";"=""24""";"=""2408""";"=""2408011""";"=""0941139""";"=""17354""";"ŚLĄSKIE";"mikołowski";"Łaziska Górne";"Łaziska Górne";"miasto";"ul. Powstańców";"=""6""";"";"=""43-173""";"Łaziska Górne";"=""327370117""";"=""327370117""";"szkola@sp4.laziska.pl";"www.sp4.laziska.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"EWA SOBCZAK";"2017.03.28";"2017.09.01";"";"Gmina";"MIASTO ŁAZISKA GÓRNE";"=""276257601""";"";"ŚLĄSKIE";"mikołowski";"Łaziska Górne";"samodzielna";"";"";"";"237";"boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Tak";"Tak";"Tak";"ogólnodostępny";"";"";"";"";""
"7045";"=""000709715""";"=""6762185917""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. ROMUALDA TRAUGUTTA W KRAKOWIE";"=""12""";"=""1261""";"=""1261059""";"=""0951327""";"=""20352""";"MAŁOPOLSKIE";"Kraków";"Kraków-Śródmieście";"Kraków-Śródmieście";"delegatura";"ul. Smoleńsk";"=""5-7""";"";"=""31-108""";"Kraków";"=""124229649""";"=""124310619""";"sekretariat@sp4krakow.pl";"sp4krakow.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"Beata Sarapuk";"1872.11.07";"1872.11.07";"";"Miasto na prawach powiatu";"GMINA MIEJSKA KRAKÓW";"=""351554353""";"";"MAŁOPOLSKIE";"Kraków";"Kraków-Śródmieście";"samodzielna";"";"";"";"422";"boiska uniwersalne/wielozadaniowe";"angielski, niemiecki";"Tak";"Nie";"Tak";"ogólnodostępny";"";"";"";"";""
"41015";"=""510234513""";"=""7421021523""";"Szkoła podstawowa";"SZKOŁA PODSTAWOWA NR 4 IM. STANISŁAWA MONIUSZKI W KĘTRZYNIE";"=""28""";"=""2808""";"=""2808011""";"=""0964710""";"=""13246""";"WARMIŃSKO-MAZURSKIE";"kętrzyński";"Kętrzyn";"Kętrzyn";"miasto";"ul. Stanisława Moniuszki";"=""1""";"";"=""11-400""";"Kętrzyn";"=""897512906""";"=""897513763""";"sekretariat@sp4.ketrzyn.pl";"www.sp4ketrzyn.szkolnastrona.pl";"publiczna";"Dzieci lub młodzież";"brak specyfiki";"ELŻBIETA MOTYL";"1962.07.21";"1963.09.01";"";"Gmina";"GMINA MIEJSKA KĘTRZYN";"=""510743440""";"=""7422051331""";"WARMIŃSKO-MAZURSKIE";"kętrzyński";"Kętrzyn";"samodzielna";"";"";"";"422";"boiska do piłki nożnej, bieżnie proste, boiska uniwersalne/wielozadaniowe";"angielski, niemiecki, rosyjski";"Tak";"Tak";"Tak";"ogólnodostępny, sportowy";"";"";"";"";""
