DEPARTAMENTO,SECRETARIA,MUNICIPIO,CODIGO_DANE,NOMBRE_ESTABLECIMIENTO,SECTOR,CARACTER,CALENDARIO,DIRECCION,BARRIO_VEREDA,TELEFONO,EMAIL,RECTOR,TOTAL_MATRICULA,CANTIDAD_SEDES
Santander,BUCARAMANGA,Bucaramanga,368276001687,COL INTEGD GETSEMANI,NO_OFICIAL,Académico,A,CL 97 33 82,LA PEDREGOSA,6363407,colgetsemani@hotmail.com,ORLANDO PEÑA VERA,559,1.0
Santander,FLORIDABLANCA,Floridablanca,368276001709,COL PEQUEÑA COMPAÑÍA,NO_OFICIAL,No Aplica,A,KR 7 # 39-03,LAGOS 2,6485166,pinacpc@hotmail.com,MARIA EUGENIA SILVA,12,1.0
Santander,FLORIDABLANCA,Floridablanca,368276001725,GIMNASIO CAMPESTRE SAN PABLO,NO_OFICIAL,Académico,A,KR 25 30 91,CAÑAVERAL,6386130,gimcolombianitos@hotmail.com,LUCIA JIMENEZ LOPEZ,329,1.0
Santander,FLORIDABLANCA,Floridablanca,368276001792,UNID PSICOPEDAG MIS PRIMEROS PASOS,NO_OFICIAL,No Aplica,A,CL 6 # 12-55,NUEVO VILLABEL,6390856,misprimerospasos72@hotmail.com,LEONOR BUITRAGO DE OLEJUA,39,1.0
Santander,FLORIDABLANCA,Floridablanca,368276001822,UNIDAD PEDAGOGICA HORIZONTES FLORIDABLANCA,NO_OFICIAL,No Aplica,A,CRA 3E NO. 27A33,LA CUMBRE,6580671,unidadhorizontes@hotmail.com,FLOR ÁNGELA HERNÁNDEZ GRIMALDOS,168,1.0
Santander,FLORIDABLANCA,Floridablanca,368276001849,COLEGIO BILINGÜE YIKANDA,NO_OFICIAL,No Aplica,A,KR 4 42 26,LAGOS II,6751974,rectoria@yikanda.edu.co,OSCAR JAVIER SANDOVAL DELGADO,215,1.0
Santander,FLORIDABLANCA,Floridablanca,368276001946,COL SOCIEDAD DE CRISTO,NO_OFICIAL,No Aplica,A,KR 7 8 144,SANTA ANA,6386402,colsocribucaramanga@hotmail.com,MIREYA PAREDES ERAZO,78,1.0
Santander,FLORIDABLANCA,Floridablanca,368276001989,COL  LA CASITA DE MALENA,NO_OFICIAL,No Aplica,A,KR 12 9 04,LA RONDA CASCO URBANO,6480590,malenamojica1@hotmail.com,MALENA MOJICA BUITRAGO,64,1.0
Santander,FLORIDABLANCA,Floridablanca,368276002012,JARDÍN INFANTIL Y GUARDERÍA CORAZÓN DE MARIA,NO_OFICIAL,No Aplica,A,CL 121 33 18 <EOF>,NIZA,6314908,jardincdemaria@hotmail.com,JEANNETH VARGAS LEON,28,1.0
Santander,FLORIDABLANCA,Floridablanca,368276002039,COL. SANTA RITA DE CASIA,NO_OFICIAL,No Aplica,A,KR 12 6 36,FLORIDA CENTRO- ANDES,6487869 - 6496782,colsantaritadecasia@hotmail.com,MARTHA E. PINEDA MANTILLA,124,1.0
Santander,FLORIDABLANCA,Floridablanca,368276002063,COL NUEVO AMANECER,NO_OFICIAL,No Aplica,A,KR 9 11 101,SANTA ANA,6388508 - 3135362509,colnuevoamanecer737@hotmail.com,MARGARITA CABALLERO CAPACHO,68,1.0
Santander,FLORIDABLANCA,Floridablanca,368276002071,UNID PEDAG MIS HORAS FELICES,NO_OFICIAL,No Aplica,A,KR 52  122 04,ZAPAMANGA V,6491257,mishorasfelices@hotmail.com,SANDRA MILENA VILLAMIZAR CAMPOS,107,1.0
Santander,FLORIDABLANCA,Floridablanca,368276002110,JARD. INFANTIL PINOCHO,NO_OFICIAL,No Aplica,A,CL 25 7 68,LAGOS III - BELLAVISTA,6434444 ext 4520,educacion.formal@cajasan.com,SONIA GARCIA VELANDIA,223,1.0
Santander,FLORIDABLANCA,Floridablanca,368276002128,COLEGIO SAN VALENTIN,NO_OFICIAL,No Aplica,A,CL 34 7 116,LA CUMBRE,6581456,colegio.sanvalentin@hotmail.com,LAURA MILENA GUTIERREZ JAIMES,228,1.0
Santander,FLORIDABLANCA,Floridablanca,368276002985,COLEGIO PIERRE DE COUBERTIN,NO_OFICIAL,,A,KR 3 44 20,LAGOS 2,6054504 - 3178931712,colpierredecoubertin@outlook.es,DIANA MARCELA MORA MONTAÑEZ,45,1.0
Santander,FLORIDABLANCA,Floridablanca,368276002136,COLEGIO PARROQUIAL SANTA LUCIA,NO_OFICIAL,Técnico/Academico,A,IND KR 39B # 151-53 BALCONES DEL ORIENTE,BELLAVISTA,6192323,academica@colegiosantalucia.edu.co,TEDORO RAUL RODRIGUEZ AVILEZ,184,1.0
Santander,FLORIDABLANCA,Floridablanca,368276002144,GIMNASIO NUEVA INGLATERRA,NO_OFICIAL,Académico,A,CLL 30 # 22-102,CAÑAVERAL,6390439,coleg.gimnasionuevainglaterra@gmail.com,CRUZ MARINA ARIAS SUAREZ,47,1.0
Santander,FLORIDABLANCA,Floridablanca,368276002152,INST PEDAG SAN JUAN,NO_OFICIAL,No Aplica,A,CL 101 A 40 A 03,HACIENDA SAN JUAN,6976430,mayeny72@hotmail.com,SANDRA MAYENY ARGÜELLO GUTIÉRREZ,107,1.0
Santander,FLORIDABLANCA,Floridablanca,368276002161,COL INTEGD CELESTIN FREINET,NO_OFICIAL,No Aplica,A,KR 18 58 90,LA TRINIDAD,6492356,mariarenasg@gmail.com,LUZ MARINA ARENALES GALLARDO,108,1.0
Santander,FLORIDABLANCA,Floridablanca,368276002187,GIMN PSICOPEDAG VYGOTSKI,NO_OFICIAL,No Aplica,A,CL 152 22 03,TARRAGONA,6396344,colvygotski@hotmail.com,CANDIDA ELISA QUNTERO SANTOS,139,1.0
Santander,FLORIDABLANCA,Floridablanca,368276002217,COLEGIO CAMPESTRE GOYAVIER,NO_OFICIAL,Técnico,A,TV 25 1 93,BUENOS AIRES - RUITOQUE BAJO,6390690 - 6091809 - 3503065865,rectoria@colegiogoyavier.edu.co,GLORIA JANETH MONOGA MEJIA,431,1.0
Santander,FLORIDABLANCA,Floridablanca,368276002268,COL INTEGRADO EXODO,NO_OFICIAL,No Aplica,A,CL 17 13 78,CIUDAD VALENCIA,6385528,colexodo@hotmail.com,NUBIA CORONEL LOPEZ,163,1.0
Santander,FLORIDABLANCA,Floridablanca,368276002507,CENT EDUC INTEGD CAÑAVERAL,NO_OFICIAL,No Aplica,A,CL 31 22 103,CAÑAVERAL,6183829,ceintegradocanaveral@gmail.com,ROCIO RODRIGUEZ JIMENEZ,90,1.0
Santander,FLORIDABLANCA,Floridablanca,368276002514,INST PEDAG REINA DE AMERICA,NO_OFICIAL,No Aplica,A,KR 6 45 12,LAGOS 2,6849411,profemarynelly80@gmail.com,MARYNELLY MARTINEZ JAIMES,48,1.0
Santander,FLORIDABLANCA,Floridablanca,368276002560,COL MONTECLARO,NO_OFICIAL,No Aplica,A,CL 30 A 23 08,CAÑAVERAL,6781882,colmonteclaro@hotmail.com,ELDA RUBIELA ROJAS BADILLO,93,1.0
Santander,FLORIDABLANCA,Floridablanca,368276002600,COL EL REBAÑO DEL SEÑOR,NO_OFICIAL,No Aplica,A,SC LA CIDRA CS 004,VEREDA CASIANO,6380209,elrebanodelsenor@hotmail.com,LAURA INES RAMIREZ CARREÑO,35,1.0
Santander,FLORIDABLANCA,Floridablanca,368276002618,COLEGIO INTEGRADO NUEVA COLOMBIA,NO_OFICIAL,No Aplica,A,CL 4 9 52,FLORIDABLANCA,6750050,panchitaosorio@hotmail.com,ESPERANZA OSORIO RODRIGUEZ,151,1.0
Santander,FLORIDABLANCA,Floridablanca,368276002659,CENTRO EDUCATIVO INTEGRAL COLOMBIANO,NO_OFICIAL,Académico,A,CL 26 12 62,CIUDAD VALENCIA,6380054,ceico2012@hotmail.es,JAVIER DARIO AGUDELO GIRON,170,1.0
Santander,FLORIDABLANCA,Floridablanca,368276002667,COL INTEGD NUEVO MUNDO,NO_OFICIAL,No Aplica,A,KR 6 AE 31 02,LA CUMBRE,,col.nuevomundo@outlook.es,SILVIA MAYERLY SANTOS VELASCO,247,1.0
Santander,FLORIDABLANCA,Floridablanca,368276002675,COLEGIO PEDAGOGICO EMMANUEL,NO_OFICIAL,No Aplica,A,KR 9 E 27 58,LA CUMBRE,6065090 - 3188426796,Colcoemcoordinacion@outlook.com,ALBA PATRICIA VALBUENA ESPARZA,408,1.0
Santander,FLORIDABLANCA,Floridablanca,368276002705,INST EDUC GENESIS DEL SABER,NO_OFICIAL,No Aplica,A,CLL 5A 14-32,BARRIO ALTAMIRA,6750500,saber-25@hotmail.com,ORLANDO ALBARRACIN QUINTERO,60,1.0
Santander,FLORIDABLANCA,Floridablanca,368276002772,COL.  ARTISTICO PEDAGOGICO ROUSSEAU,NO_OFICIAL,No Aplica,A,KR 38 A 150 33,LOS ALPES,6797981,glori44mp4ro@yahoo.es,GLORIA AMPARO LARROTA DUARTE,29,1.0
Santander,FLORIDABLANCA,Floridablanca,368276002799,CENTR EDUC GRANDES CONSTRUCTORES,NO_OFICIAL,No Aplica,A,KR 24 30 83,CAÑAVERAL,6387097,c.e.grandesconstructores@gmail.com,VILMA NIEVES VILLA,20,1.0
Santander,FLORIDABLANCA,Floridablanca,368276002802,COLEGIO SANTA CLARA,NO_OFICIAL,No Aplica,A,CL 23 A 27 02,MOLINOS ALTOS,6909447,colegiosantaclaraflorida@hotmail.com,MARTHA SOFIA CORREDOR GARNICA,39,1.0
Santander,FLORIDABLANCA,Floridablanca,368276002829,COL INTEGD PEQUEÑOS SABIOS,NO_OFICIAL,No Aplica,A,AV 60 N. 146C-03,EL CARMEN,6584821,colpequenosabios@hotmail.com,NESTOR JAVIER MORENO SUAREZ,73,1.0
Santander,FLORIDABLANCA,Floridablanca,368276002888,CENTRO EDUCATIVO PEQUEÑOS HEROES,NO_OFICIAL,No Aplica,A,KR 21 B 154 20,EL PROGRESO,6797336,jhispor@hotmail.com,JHOLEINE ISABEL PORTILLA TORREJANO,43,1.0
Santander,FLORIDABLANCA,Floridablanca,368276002896,CENTRO EDUCATIVO AMIGOS DEL AMBIENTE,NO_OFICIAL,No Aplica,A,CL 113 45 68,ZAPAMANGA 4 ETAPA,6815840,mayeny72@hotmail.com,SANDRA MAYENY ARGUELLO GUTIERREZ,165,1.0
Santander,FLORIDABLANCA,Floridablanca,368276002900,COLEGIO PEDAGOGICO CAMPESTRE FLORIDABLANCA,NO_OFICIAL,Técnico,A,KR 13 200 369,VILLAS DE SANFRANCISCO,6799970 - 6199873,colpedagogicocampestre@hotmail.com,ROSA JOSEFINA MUÑOZ ARCHILA,181,1.0
Santander,FLORIDABLANCA,Floridablanca,368276002918,COLEGIO BENJAMIN FRANKLIN,NO_OFICIAL,No Aplica,A,TV 138 59 A 05,PORTAL DE ISRAEL EL CARMEN,6581186,colegiobenjaminfranklin155@hotmail.com,YULEXI VILLAMIZAR ARDILA,111,1.0
Santander,FLORIDABLANCA,Floridablanca,368276002977,COLEGIO INTEGRADO LOS ANDES  CIANDES,NO_OFICIAL,Técnico,A,CL 42 4 47,LAGOS 2,6499090 3176200702,ciandes@hotmail.com,FABIO ALEXANDER LOPEZ RIVERO,287,1.0
Santander,FLORIDABLANCA,Floridablanca,368276002993,COLEGIO PEDAGOGICO MILENIUM III,NO_OFICIAL,,A,CL 200 19 64,LA PAZ FLORIDABLANCA,6398935,colmilenium@hotmail.com,SANDRA MILENA GONZALEZ ROMAN,58,1.0
Santander,FLORIDABLANCA,Floridablanca,368276003078,COLEGIO PSICOPEDAGOGICO SAN FRANCISCO DE PAULA,NO_OFICIAL,,A,CL 56 15 16,EL REPOSO,6492555,isqm_17@hotmail.com,AISLEN VANEZA GUERRERO BARON,2,1.0
Santander,FLORIDABLANCA,Floridablanca,368276003086,FUNDACIÓN EDUCATIVA DE COLOMBIA FUNDECOL,NO_OFICIAL,,A,CL 5 10 42,CASCO ANTIGUO,6484879- 6483270,rectoriafundecol@gmail.com,NESTOR LEONARDO MACIAS CHAPARRO,221,1.0
Santander,FLORIDABLANCA,Floridablanca,368276003108,COLEGIO INTEGRADO SANTO ANGEL,NO_OFICIAL,,A,IND CL 113 32 09 <EOF>,LA CASTELLANA,,franciacaro.82@hotmail.com,FRANCIA CAROLINA DIAZ IRREÑO,88,1.0
Santander,FLORIDABLANCA,Floridablanca,368276003116,COLEGIO INTEGRADO MARAVILLAS INFANTILES,NO_OFICIAL,,A,CL 123 58 A 20,B. LA ESMERALDA,6770327,col.in.maravillasinfantiles@hotmail.com,LIBIA LILIANA MENDOZA DAZA,69,1.0
Santander,FLORIDABLANCA,Floridablanca,368276003132,COLEGIO JOSÉ MARÍA ESCRIVÁ DE BALAGUER,NO_OFICIAL,,A,KR 6 44 04,LAGOS 2,6498225,coljosemariaescrivadebalaguer@hotmail.com,NOHORA LUCIA PINO,9,1.0
Santander,FLORIDABLANCA,Floridablanca,368276003141,COLEGIO SANTA MARÍA VILLA CLAVER,NO_OFICIAL,,A,KR 22 202 58,B. VILLA CLAVER,6994571,sadres28@hotmail.com,SANDRA MILENA MORA REY,248,1.0
Santander,FLORIDABLANCA,Floridablanca,368276003159,INSTITUTO MONTE CARMELO,NO_OFICIAL,,A,CL 43 10 45,B. CARMEN II,6584389,institutomontecarmelo1045@hotmail.com,SONIA MORENO SUÁREZ,62,1.0
Santander,FLORIDABLANCA,Floridablanca,368276003167,COLEGIO DAN AMIGOS DE LA JUVENTUD,NO_OFICIAL,,A,CL 48 5 84,B. LAGOS II,6193545 - 3142565800,funda_cion@hotmail.com,LUZ MILA ARDILA ACELAS,5,1.0
Santander,FLORIDABLANCA,Floridablanca,368276003175,JARDÍN INFANTIL MI CASITA FELIZ,NO_OFICIAL,,A,CL 35 2 A 81,LA CUMBRE,6580543,milenalejita@hotmail.com,LAURA MILENA GUTIERREZ JAIMES,7,1.0
Santander,FLORIDABLANCA,Floridablanca,368276003191,GIMNASIO MI MUNDOO IDEAL,NO_OFICIAL,,A,KR 15 58 120,B. ALARES,6490704,munideal@hotmail.com,LAURA MARÍA GOMEZ SIERRA,54,1.0
Santander,FLORIDABLANCA,Floridablanca,368276003213,CENTRO EDUCATIVO MAS QUE VENCEDORES,NO_OFICIAL,Académico,A,CL 6 12 55,NUEVO VILLABEL,6797464,gestoresdefelicidadcastirey@gmail.com,DAVID LEYTON BARREIRO,19,1.0
Santander,FLORIDABLANCA,Floridablanca,368276003230,FUNDACION EDUCATIVA Y TECNICA HACIA EL PROGRESO INDUSTRIAL FUNDETEC,NO_OFICIAL,Académico,A,KR 46 110 25,ZAPAMANGA IV ETAPA,6320314,fundetecvirtual@gmail.com,FREDY ALBERTO GARCÍA HERNANDEZ,16,1.0
Santander,FLORIDABLANCA,Floridablanca,368276003256,COLEGIO NEWPORT,NO_OFICIAL,Académico,B,CL 31 29 126,CAÑAVERAL ORIENTAL,6185011,academicsecretary@newportschool.edu.co,NUBIA ANGELICA MANJARRES RODRÍGUEZ,575,1.0
Santander,FLORIDABLANCA,Floridablanca,368276005984,COL. CAMP. NUEVO FRANCIS,NO_OFICIAL,Académico,A,KR 4 0 0,KILOMETRO 4 AUTOPISTA PIEDECUESTA,6398597,nuevofrancis@hotmail.com,MARIA CRISTINA QUIROGA,19,1.0
Santander,FLORIDABLANCA,Floridablanca,368276800008,COLEGIO COOPERATIVO MIS PRIMEROS TRAZOS,NO_OFICIAL,,A,CL 16 12 02,CIUDAD VALENCIA,6396826,colmisprimerostrazos@gmail.com,JAZMIN OMAIRA PORTILLA NIÑO,264,1.0
Santander,FLORIDABLANCA,Floridablanca,368276800024,CORPORACION EDUCATIVA MARIE MONT,NO_OFICIAL,,A,IND CL 33 8 84,CAÑAVERAL,6058038,info@colmontessori.edu.co,ANDREA GOMEZ SUAREZ,46,1.0
Santander,FLORIDABLANCA,Floridablanca,368276800059,MONTESSORI JARDIN BILINGUE,NO_OFICIAL,,A,CONDOMINIO CHISCAPA LOTE 1 Y 4,VEREDA RIO FRIO,3134339001,info@montessorijardinbilingue.com,MONTALTO ALEJO,78,1.0
Santander,FLORIDABLANCA,Floridablanca,368276800075,CENTRO DE ESTUDIOS FORMAR,NO_OFICIAL,,A,CL 18 27 A 59,ANDALUCIA,6702188 - 3187704344,centrodeestudiosformar@gmail.com,ANGELICA LILIANA VILLAMIZAR LIZARAZO,1,1.0
Santander,FLORIDABLANCA,Floridablanca,368276800083,JARDIN INFANTIL KIDS TOWN,NO_OFICIAL,,A,CRA 13  200-150,VALLE DEL RIO FRIO,6797940 ¿ 3202061882,bucaramanga@kidstown.com.co,CARLOS ALBERTO MONTOYA SILVA,41,1.0
Santander,FLORIDABLANCA,Floridablanca,368276800091,COLEGIO PSICOPEDAGICO MARIA MONTESSORI,NO_OFICIAL,,A,KR 6 5 29 <EOF>,CASCO ANTIGUO,3138013850,cpmariamontessori@hotmail.com,BLANCA NIEVES MELENDEZ CASTELLANOS,95,1.0
Santander,FLORIDABLANCA,Floridablanca,368276800092,COLEGIO PSICOPEDAGOGICO LOS OLMOS,NO_OFICIAL,,A,CL 201 A 23 28 MZ G CS 5,VILLA DE SAN DIEGO,3182546999,colegiopsicolosolmos@gmail.com,ALEXANDRA PRADA ORTIZ,31,1.0
Santander,FLORIDABLANCA,Floridablanca,368276800106,COLEGIO ÉMOIS,NO_OFICIAL,,A,KR 12 200 190,VIA CARABINEROS,6076346039 - 3163551941,fabio.admon@biberones.edu.co,LILIANA GUERRERO NUÑEZ,112,1.0
Santander,FLORIDABLANCA,Floridablanca,368276800114,CORPORACION EDUCATIVA ARS,NO_OFICIAL,,A,KR 6 5 29,CASCO ANTIGUO,315878008872,cears.floridablanca@gmail.com,GLORIA AMPARO DAZA CALVETE,43,1.0
Santander,GIRON,Girón,368307000307,COLEGIO PABLO VI,NO_OFICIAL,Académico,A,CL 45 26 39,POBLADO,646 76 04,colegiopablovigiron@gmail.com,GONZALO GARZON,300,1.0
Santander,GIRON,Girón,368307000633,COLEGIO NUEVA ERA,NO_OFICIAL,No Aplica,A,KR 36 29 B 10,LA CAMPIÑA,6531732,colegio_nueva_era@hotmail.com,ERIKA ROCIO CABALLERO RODRIGUEZ,182,1.0
Santander,GIRON,Girón,368307000684,UNIDAD PSICOPEDAGOGICA  INFANTIL,NO_OFICIAL,No Aplica,A,KR 19 44 06,RINCON DE GIRON,6462377,cupi-01@hotmail.com,AMPARO GOMEZ GUARIN,268,1.0
Santander,GIRON,Girón,368307000714,COLEGIO NIÑO JESUS DE PRAGA,NO_OFICIAL,Académico,A,CL 32 25 44,CENTRO,6466834,info@colnijepra.edu.co,OSCAR MAURICIO BARRERA BOLIVAR,630,1.0
Santander,GIRON,Girón,368307000749,LICEO SEÑOR DE LOS MILAGROS,NO_OFICIAL,Técnico/Academico,A,CL 28 27 35,CENTRO,6467067,colisemi@gmail.com,ALICIA PLATA DE MENDOZA,366,1.0
Santander,GIRON,Girón,368307000820,COLEGIO CRISTO REY,NO_OFICIAL,No Aplica,A,CL 10 28 43,ARENALES II ETAPA,659 48 41,colegiocristoreygiron.edu@hotmail.com,EDGAR JAIR URIBE BECERRA,79,1.0
Santander,GIRON,Girón,368307000846,COLEGIO INFANTIL TRAVESURAS,NO_OFICIAL,No Aplica,A,CL 30 B 22 04,MURALLA II,6469209,coltravesuras@hotmail.com,AZUCENA MENDOZA JAIMES,235,1.0
Santander,BUCARAMANGA,Bucaramanga,368307000927,COLEGIO SANTA MARIA,NO_OFICIAL,No Aplica,A,CL 105 5 B 19,PORVENIR,6371451,rosita10000@hotmail.com,ROSALIA PICO POVEDA,59,1.0
Santander,GIRON,Girón,368307001010,COLEGIO JOSE EUSTASIO RIVERA,NO_OFICIAL,No Aplica,A,TV 18 B 6 A 43,MIRADOR DE ARENALES,6591059,Coleustasiorivera@hotmail.com,MARTHA LUCIA HERNANDEZ DIAZ,141,1.0
Santander,GIRON,Girón,368307001206,JARDIN INFANTIL DUENDECILLOS,NO_OFICIAL,No Aplica,A,CL 43 29 04,EL LLANITO,6434444,preescolar.duendecillos@cajasan.com,SONIA GARCIA VELANDIA,205,1.0
Santander,GIRON,Girón,368307001257,COLEGIO SAN JUAN BOSCO,NO_OFICIAL,Técnico/Academico,A,KR 29 29 08,B. LAS NIEVES GIRON,6468149,rectoria@colegiosanjuanboscogiron.edu.co,SARA LUCIA REYES SERRANO,329,1.0
Santander,GIRON,Girón,368307001427,COLEGIO INFANTIL MIS PEQUEÑOS ANGELITOS,NO_OFICIAL,No Aplica,A,CL 13 25 67,RIOPRADO,6594613,Colmispequenosangelitos@gmail.com,JUANA COLMENARES ACOSTA,241,1.0
Santander,GIRON,Girón,368307001443,COLEGIO SAN LUIS GONZAGA,NO_OFICIAL,Académico,A,CL 28 26 83,GIRÓN CENTRO,6466649,cesanluisgonzaga@hotmail.com,JOSE ALBERTO VILLAMIZAR NAVAS,487,1.0
Santander,GIRON,Girón,368307001460,INSTITUTO SEMILLAS DE PAZ,NO_OFICIAL,No Aplica,A,KR 16 13 C 09,VILLAMPISS,6598554,insepaz@gmail.com,MARLY NAYYIBE CALVO MUJICA,264,1.0
Santander,GIRON,Girón,368307001516,COLEGIO INTEGRADO JEAN PIAGET DE GIRON,NO_OFICIAL,No Aplica,A,KR 23 19 20,PORTAL CAMPESTRE N,6590063,colegiojeanpiagetdegiron@gmail.com,DEICE MARIA OLIVEROS MURILLO,427,1.0
Santander,GIRON,Girón,368307001602,COLEGIO PSICOPEDAGÓGICO SURAMERICANO,NO_OFICIAL,No Aplica,A,KR 22 C 16 56,PORTAL CAMPESTRE II,6596831,colegiocristianosagiron@gmail.com,INGRID NATALIE PACHON LANDINEZ,196,1.0
Santander,GIRON,Girón,368307001611,JARDIN MATERNO INFANTIL SAN JAVIER,NO_OFICIAL,No Aplica,A,CL 24 18 45,CASA LINDA GIRÓN,6811400,sanjaviergiron@hotmail.com,LILIANA LEAL AMAYA,175,1.0
Santander,GIRON,Girón,368307001770,COLEGIO SAN BENITO DE PALERMO,NO_OFICIAL,No Aplica,A,CL 30 24 24,GIRON CENTRO,530965,colegiosanbenitopalermo@hotmail.com,LAURA PATRICIA URIBE PINILLA,73,1.0
Santander,GIRON,Girón,368307001842,INSTITUCION EDUCATIVA GIMNASIO PIAGETANO,NO_OFICIAL,Académico,A,CL 105 12 74,GIRON,6374446,gimnasiopiagetano@hotmail.com,MARIA TERESA VARGAS SUAREZ,548,1.0
Santander,GIRON,Girón,368307001885,COLEGIO CRISTIANO HIDEKEL,NO_OFICIAL,,A,KR 26 22 04,B. PORTAL CAMPESTRE,6812186,colegiocristianohidekel2@hotmail.com,MONICA ANGARITA GARCIA,179,1.0
Santander,GIRON,Girón,368307001893,INSTITUTO PEDAGÓGICO DIVINO NIÑO,NO_OFICIAL,,A,TV 23 C 54 42,B. SAN ANTONIO DEL CARRIZAL,6530055,carva15@hotmail.com,KAREN ANDREA MORENO RODRIGUEZ,131,1.0
Santander,GIRON,Girón,368307001966,I.E. COLEGIO LA RIOJA DE GIRÓN,NO_OFICIAL,Académico,A,CL 29 A 29 A 01,GIRÓN CENTRO,6466900,riojagiron@hotmail.com,VICTOR MANUEL CASTILLO PORTILLA,95,1.0
Santander,GIRON,Girón,368307001974,GIMNASIO INFANTIL SAN MIGUEL ARCANGEL,NO_OFICIAL,Académico,A,CL 39 23 90,POBLADO,6464308,Joga.1202@hotmail.com,JOHANNA MILENA GALEANO ORTIZ,42,1.0
Santander,GIRON,Girón,368307800044,JARDIN INFANTIL PEQUEÑOS CREATIVOS,NO_OFICIAL,,A,CL 22 17 B 15 BR QUINTAS DE SAN ISIDRO,,,pequenoscreativos2020@gmail.com,DEISY PAOLA MORALES CORRALES,105,1.0
Santander,GIRON,Girón,368307800053,REDCOL - COLEGIO NUEVO CAMBRIDGE PREU,NO_OFICIAL,Académico,B,IND KM3 ANILLO VIAL  SECTOR RIO FRIO GIRON,,,charry@redcol.co,CAROLINA CHARRY REYES,201,1.0
Santander,SANTANDER,Landázuri,368385500437,COLEGIO LIBERTAD,NO_OFICIAL,,A,CL 3 A 3 52,LAS BRISAS,6242138,czapata73@hotmail.com,FELIPE ANDRES BARRAGAN LOZANO,74,1.0
Santander,SANTANDER,Lebrija,368406000831,COLEGIO ANTONIO LEBRIJA,NO_OFICIAL,Académico,A,CL 13 7 42,CENTRO,3168237379,colantoniolebrija@gmail.com,JOSE LUIS SILVA CORDERO,217,1.0
Santander,SANTANDER,Lebrija,368406000904,COLEGIO NUEVOS HORIZONTES,NO_OFICIAL,Académico,A,CL 11 6 01,LA POPA,6566217-3167562501,colhorizonteslebrija@hotmail.com,FLORENTINA LICONA BARRAGAN,133,1.0
Santander,SANTANDER,Sabana de Torres,368655001376,COLEGIO  NUEVO  GANDHY,NO_OFICIAL,,A,KR 9 16 13,BARRIO CARVAJAL,3164359139 - 3182844611 - 3177794974,colegionuevogandhy2@gmail.com,RAQUEL ALARCÓN JIMÉNEZ,216,1.0
Santander,SANTANDER,Lebrija,368406000971,LICEO SAN FERNANDO,NO_OFICIAL,Académico,A,KR 7 11 54,CENTRO,3015555480-3184940220,liceosanfernando@gmail.com,NESTOR RICARDO SERRANO RINCON,836,1.0
Santander,SANTANDER,Lebrija,368406000998,GIMNASIO MONTEVERDE,NO_OFICIAL,Académico,A,KR 10 10 49,CENTRO,6566358-3178,gimnasiomonteverde@hotmail.com,MARTHA DEL SOCORRO ARIAS BARAJAS,406,1.0
Santander,SANTANDER,Lebrija,368406001119,COLEGIO JORGE ELIECER GAITAN,NO_OFICIAL,Académico,A,CL 10 11 45,EL CENTRO,6566674 -3174327372,coljorgeegaitanlebrija@hotmail.com,OLGA LUCIA ORTIZ CARVAJAL,579,1.0
Santander,SANTANDER,Lebrija,368406001196,FUNDACIÓN COLOMBIANA DE APRENDIZAJE TÉCNICO FUCATEC,NO_OFICIAL,Académico,A,CL 13 11 41,,,fucateclebrija@hotmail.com,MIRYAM MURILLO DE MORA,139,1.0
Santander,SANTANDER,Lebrija,368406800005,COLEGIO AMERICANO SANTANDER,NO_OFICIAL,,A,IND  CALLE 11A  # 4-53 LEBRIJA,ALPINES DE LA POPA,6566185-3185086318,info@colegioamericanosantander.com,JENNY ALEXANDRA CARREÑO DOMINGUEZ,133,1.0
Santander,SANTANDER,Málaga,368432000432,JARDIN  INFANTIL  EL  OSO  MELOSO,NO_OFICIAL,No Aplica,A,CL 11 9 19,EL  CENTRO,3112063639,liisveor71@hotmail.com,LIDIA ISABEL VERA ORTIZ,76,1.0
Santander,SANTANDER,Málaga,368432000573,COLEGIO JERÓNIMO DE AGUAYO,NO_OFICIAL,Académico,A,IND CARRERA 9 NO 15-55,LA ESMERALDA,3115435939-3112190729,coljeronimo@gmail.com,CHIQUINQUIRA SUAREZ BELLO,50,1.0
Santander,SANTANDER,Málaga,368432000580,INSTITUTO TECNICO AGROINDUSTRIAL DE EDUCACION CAMPESINA,NO_OFICIAL,Académico,A,VDA CALLE 13 NO. 9-11,MALAGA,6607734,MALAGA@SAT.EDU.CO,LUIS ALFONSO HERNANDEZ MURILLO,123,1.0
Santander,SANTANDER,Málaga,368432000602,LICEO NUESTRA SEÑORA DE FÁTIMA,NO_OFICIAL,,A,CL 7 7 74,KENNEDY,3138815490,carolina-1704@hotmail.com,DEXI CAROLINA CORDERO TORRES,215,1.0
Santander,SANTANDER,Málaga,368432800005,CENTRO EDUCATIVO EL BOSQUE,NO_OFICIAL,Académico,A,KR 9 10 35,CENTRO,6608334-3112618068,edgarguillermonavas@hotmail.com,EDGAR GUILLERMO NAVAS ALTAMIRANO,33,1.0
Santander,SANTANDER,Mogotes,368464000752,JARDIN INFANTIL  BIMBI FELICI,NO_OFICIAL,No Aplica,A,CL 7 7 53,CALLE 7 NO. 7-53,7279101,HERMANASCAPUCHINAS@HOTMAIL,HERMANA VIRGINIA BRANCATELLI FABIO,44,1.0
