An,Judet PJ,Localitate PJ,Cod SIRUTA PJ,Mediu loc. PJ,Cod SIIIR PJ,Denumire PJ,Localitate unitate,Cod SIRUTA unitate,Mediu loc. unitate,Cod SIRUES,Cod SIIIR unitate,Denumire scurta unitate,Denumire lunga unitate,Tip unitate,Statut unitate,Cod fiscal,Mod functionare,Forma finantare,Forma proprietate,Strada,Numar,Cod postal,Telefon,Fax,Email
2025-2026,SJ,BĂLAN,140155,RURAL,3161100616,ȘCOALA GIMNAZIALĂ NR.1 BĂLAN,GÂLGĂU ALMAŞULUI,140191,RURAL,,3162101911,ȘC.PRIMARĂ GÂLGĂU ALMAȘULUI,ȘCOALA PRIMARĂ GÂLGĂU ALMAȘULUI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,402,457029,0260628092,0260664497,scoala_balan@yahoo.com
2025-2026,SJ,BĂNIŞOR,140217,RURAL,3161100851,ȘCOALA GIMNAZIALĂ NR.1 BĂNIȘOR,PECEIU,140235,RURAL,,3162102265,ȘC.PRIMARĂ PECEIU,ȘCOALA PRIMARĂ PECEIU,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,137,457032,0260637503,0260637504,scoala_peceiu@yahoo.com
2025-2026,SJ,CEHU SILVANIEI,139759,URBAN,3161104466,"ȘCOALA GIMNAZIALĂ ""ANDREI MUREȘANU"" CEHU SILVANIEI",MOTIŞ,139777,RURAL,,3162104118,ȘC.PRIMARĂ MOTIȘ,"ȘCOALA PRIMARĂ ""GHEORGHE ȘINCAI"" MOTIȘ",Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,228,455102,0260650309,0260650309,scoalamotis@yahoo.com
2025-2026,SJ,CEHU SILVANIEI,139759,URBAN,3161104466,"ȘCOALA GIMNAZIALĂ ""ANDREI MUREȘANU"" CEHU SILVANIEI",NADIŞ,139786,RURAL,,3162104145,ȘC.PRIMARĂ NADIȘ,ȘCOALA PRIMARĂ NADIȘ,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,129,455103,0260650309,0260650309,a_muresanucehu@yahoo.com
2025-2026,SJ,CREACA,140681,RURAL,3161100322,"ȘCOALA GIMNAZIALĂ ""MARCUS AURELIUS"" CREACA",BREBI,140707,RURAL,,3162102758,ȘC.PRIMARĂ BREBI,ȘCOALA PRIMARĂ BREBI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,187A ,457092,0260646517,0260646517,scoalacreaca@yahoo.com
2025-2026,SJ,CREACA,140681,RURAL,3161100322,"ȘCOALA GIMNAZIALĂ ""MARCUS AURELIUS"" CREACA",JAC,140734,RURAL,,3162102794,ȘC.PRIMARĂ JAC,ȘCOALA PRIMARĂ JAC,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,253B,457096,0260644660,0260646517,scoalacreaca@yahoo.com
2025-2026,SJ,CRISTOLŢ,140789,RURAL,3161101124,ȘCOALA GIMNAZIALĂ NR.1 CRISTOLȚ,VĂLENI,140814,RURAL,,3162102627,ȘC.PRIMARĂ NR.1 VĂLENI,ȘCOALA PRIMARĂ NR.1 VĂLENI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală ,36,457103,0260635959,0260635959,scoalacristolt@yahoo.com
2025-2026,SJ,CRIŞENI,140832,RURAL,3161100869,"ȘCOALA GIMNAZIALĂ ""VASILE BREBAN"" CRIȘENI",CRISTUR CRIŞENI,140841,RURAL,,3162101576,SC.PRIMARA CRISTUR CRIȘENI,ȘCOALA PRIMARĂ CRISTUR CRIȘENI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,191,457106,0260616307,0260626307,scoala_criseni@yahoo.com
2025-2026,SJ,CRIŞENI,140832,RURAL,3161100869,"ȘCOALA GIMNAZIALĂ ""VASILE BREBAN"" CRIȘENI",GÂRCEIU,140850,RURAL,,3162101531,ȘC.PRIMARĂ GÂRCEIU,ȘCOALA PRIMARĂ GÂRCEIU,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,96,457107,0260616307,0260626307,scoala_criseni@yahoo.com
2025-2026,SJ,CUZĂPLAC,140878,RURAL,3161104353,ȘCOALA GIMNAZIALĂ NR.1 CUZĂPLAC,PETRINDU,140912,RURAL,,3162101368,ȘC.PRIMARĂ PETRINDU,ȘCOALA PRIMARĂ PETRINDU,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,78/A,457114,0260626372,0260626372,scoala_cuzaplac@yahoo.com
2025-2026,SJ,CUZĂPLAC,140878,RURAL,3161104353,ȘCOALA GIMNAZIALĂ NR.1 CUZĂPLAC,TĂMASA,140949,RURAL,,3162101323,ȘC.PRIMARĂ TĂMAȘA,ȘCOALA PRIMARĂ TĂMAȘA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală ,219,457118,0260626372,0260626372,scoala_cuzaplac@yahoo.com
2025-2026,SJ,DOBRIN,140967,RURAL,3161100815,ȘCOALA GIMNAZIALĂ NR.1 DOBRIN,DOBA,140985,RURAL,,3162104204,ȘC.PRIMARĂ DOBA,ȘCOALA PRIMARĂ DOBA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,27,457122,0260668913,0260668805,scoaladobrin@yahoo.com
2025-2026,SJ,DOBRIN,140967,RURAL,3161100815,ȘCOALA GIMNAZIALĂ NR.1 DOBRIN,VERVEGHIU,141018,RURAL,,3162104199,ȘC.PRIMARĂ VERVEGHIU,ȘCOALA PRIMARĂ VERVEGHIU,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală ,108,457126,0260668805,0260668805,scoaladobrin@yahoo.com
2025-2026,SJ,DRAGU,141036,RURAL,3161104249,ȘCOALA GIMNAZIALĂ NR.1 DRAGU,VOIVODENI,141072,RURAL,,3162102835,ȘC.PRIMARĂ VOIVODENI,ȘCOALA PRIMARĂ VOIVODENI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,PRINCIPALĂ,117,457134,0260628756,0260628756,scoaladragu@yahoo.com
2025-2026,SJ,FILDU DE MIJLOC,141107,RURAL,3161100661,ȘCOALA GIMNAZIALĂ NR.1 FILDU DE MIJLOC,FILDU DE SUS,141116,RURAL,,3162102401,ȘC.PRIMARĂ FILDU DE SUS,ȘCOALA PRIMARĂ FILDU DE SUS,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,33,457137,0260667410,0260667410,scoala_fildu@yahoo.com
2025-2026,SJ,GÂLGĂU,141143,RURAL,3161100711,LICEUL TEHNOLOGIC NR.1 GÂLGĂU,FODORA,141198,RURAL,,3162104059,ȘC.PRIMARĂ FODORA,ȘCOALA PRIMARĂ FODORA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,32,457146,0260647057,0260647057,samgalgau@yahoo.com
2025-2026,SJ,GÂLGĂU,141143,RURAL,3161100711,LICEUL TEHNOLOGIC NR.1 GÂLGĂU,GLOD,141214,RURAL,,3162104086,ȘC.PRIMARĂ GLOD,ȘCOALA PRIMARĂ GLOD,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,192,457148,0260647057,0260647057,samgalgau@yahoo.com
2025-2026,SJ,HALMĂŞD,141321,RURAL,3161100584,"ȘCOALA GIMNAZIALĂ ""AVRAM IANCU"" HALMĂȘD",CERIŞA,141349,RURAL,,3162103239,ȘC.PRIMARĂ CERIȘA,ȘCOALA PRIMARĂ CERIȘA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,98,457162,0260623006,0260623006,scoala_halmasd2006@yahoo.com
2025-2026,SJ,HIDA,141456,RURAL,3161100937,"LICEUL TEHNOLOGIC ""LIVIU REBREANU"" HIDA",RACÂŞ,141492,RURAL,,3162101427,ȘC.PRIMARĂ RACÂȘ,ȘCOALA PRIMARĂ RACÂȘ,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,45,457179,0260628564,0260628564,rebreanu.hida@gmail.com
2025-2026,SJ,ILEANDA,141599,RURAL,3161104448,"LICEUL TEHNOLOGIC ""IOACHIM POP"" ILEANDA",DOLHENI,141633,RURAL,,3162101463,ȘC.PRIMARĂ DOLHENI,ȘCOALA PRIMARĂ DOLHENI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,43,457194,0260665071,0260648728,grsc_ipop_ileanda@yahoo.com
2025-2026,SJ,IP,141731,RURAL,3161100783,ȘCOALA GIMNAZIALĂ NR.1 IP,COSNICIU DE JOS,141740,RURAL,,3162103922,ȘC.PRIMARĂ COSNICIU DE JOS,ȘCOALA PRIMARĂ COSNICIU DE JOS,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,215,457211,0260671515,0260671545,scoalaip@yahoo.com
2025-2026,SJ,IP,141731,RURAL,3161100783,ȘCOALA GIMNAZIALĂ NR.1 IP,ZĂUAN,141768,RURAL,,3162103881,ȘC.PRIMARĂ ZĂUAN,ȘCOALA PRIMARĂ ZĂUAN,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,46,457213,0260671515,0260671545,scoalaip@yahoo.com
2025-2026,SJ,MIRŞID,142131,RURAL,3161104308,ȘCOALA GIMNAZIALĂ NR.1 MIRȘID,POPENI,142168,RURAL,,3162101956,ȘC.PRIMARĂ POPENI,ȘCOALA PRIMARĂ POPENI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,224,457253,0260643571,0260663501,scoala_popeni@yahoo.com
2025-2026,SJ,MĂERIŞTE,142015,RURAL,3161100896,ȘCOALA GIMNAZIALĂ NR.1 MĂERIȘTE,CRIŞTELEC,142024,RURAL,,3162103994,ȘC.PRIMARĂ CRIȘTELEC,ȘCOALA PRIMARĂ CRIȘTELEC,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,117,457236,0260657106,0260657106,scmaeriste@yahoo.com
2025-2026,SJ,NUŞFALĂU,142248,RURAL,3161100607,"ȘCOALA GIMNAZIALĂ ""PETRI MOR"" NUȘFALĂU",BILGHEZ,142257,RURAL,,3162103402,ȘC.PRIMARĂ BILGHEZ,ȘCOALA PRIMARĂ BILGHEZ,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,86,457261,0260670139,0260670139,licnusfalau@yahoo.com
2025-2026,SJ,PANIC,141438,RURAL,3161100901,ȘCOALA GIMNAZIALĂ NR.1 PANIC,DIOŞOD,141410,RURAL,,3162102975,ȘC.PRIMARĂ DIOȘOD,ȘCOALA PRIMARĂ DIOȘOD,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,465,457168,0260629310,0260669854,barbureniko@yahoo.com
2025-2026,SJ,ROMÂNAŞI,142435,RURAL,3161100498,ȘCOALA GIMNAZIALĂ NR.1 ROMÂNAȘI,CIUMĂRNA,142453,RURAL,,3162101757,ȘC.PRIMARĂ CIUMĂRNA,ȘCOALA PRIMARĂ CIUMĂRNA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,38,457282,0260624115,0260624115,scoalaromanasi@yahoo.com
2025-2026,SJ,ROMÂNAŞI,142435,RURAL,3161100498,ȘCOALA GIMNAZIALĂ NR.1 ROMÂNAȘI,PĂUŞA,142462,RURAL,,3162101793,ȘC.PRIMARĂ PĂUȘA,ȘCOALA PRIMARĂ PĂUȘA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,105,457283,0260624115,0260624115,scoalaromanasi@yahoo.com
2025-2026,SJ,SOMEŞ-ODORHEI,142729,RURAL,3161100358,"ȘCOALA GIMNAZIALĂ ""VASILE LUCĂCEL"" SOMEȘ ODORHEI",DOMNIN,142747,RURAL,,3162102618,ȘC.PRIMARĂ DOMNIN,ȘCOALA PRIMARĂ DOMNIN,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,65,457312,0260654616,0260654616,somes_odorhei_scoala@yahoo.com
2025-2026,SJ,SOMEŞ-ODORHEI,142729,RURAL,3161100358,"ȘCOALA GIMNAZIALĂ ""VASILE LUCĂCEL"" SOMEȘ ODORHEI",ŞOIMUŞ,142765,RURAL,,3162102084,ȘC.PRIMARĂ ȘOIMUȘ,ȘCOALA PRIMARĂ ȘOIMUȘ,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,144,457314,0260654616,0260654616,somes_odorhei_scoala@yahoo.com
2025-2026,SJ,SÂNMIHAIU ALMAŞULUI,142685,RURAL,3161100842,ȘCOALA GIMNAZIALĂ NR.1 SÂNMIHAIU ALMAȘULUI,BERCEA,142694,RURAL,,3162103067,ȘC.PRIMARĂ BERCEA,ȘCOALA PRIMARĂ BERCEA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,30 ,457306,0260627200,0260627200,scoalasinmihaiu@yahoo.com
2025-2026,SJ,SÂNMIHAIU ALMAŞULUI,142685,RURAL,3161100842,ȘCOALA GIMNAZIALĂ NR.1 SÂNMIHAIU ALMAȘULUI,SÂNTĂ MĂRIA,142701,RURAL,,3162102654,ȘC.PRIMARĂ SÂNTĂ MĂRIA,ȘCOALA PRIMARĂ SÂNTĂ MĂRIA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,73,457307,0260627200,0260627200,scoalasinmihaiu@yahoo.com
2025-2026,SJ,SĂLĂŢIG,142569,RURAL,3161104457,"ȘCOALA GIMNAZIALĂ ""PETRE DULFU"" SĂLĂȚIG",NOŢIG,142603,RURAL,,3162103637,ȘC.PRIMARĂ NOȚIG,ȘCOALA PRIMARĂ NOȚIG,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,240,457299,0731009113,0260650545,scoalasalatig@yahoo.com
2025-2026,SJ,ŞAMŞUD,142863,RURAL,3161100697,"ȘCOALA GIMNAZIALĂ ""SZIKSZAI LAJOS"" ȘAMȘUD",VALEA POMILOR,142872,RURAL,,3162102993,ȘC.PRIMARĂ VALEA POMILOR,ȘCOALA PRIMARĂ VALEA POMILOR,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,50,457326,0260653204,0260653204,scoalasamsud@yahoo.com
2025-2026,SJ,ŞĂRMĂŞAG,142890,RURAL,3161104362,LICEUL TEHNOLOGIC NR.1 SĂRMĂȘAG,ILIŞUA,142907,RURAL,,3162102012,"ȘC.PRIMARĂ ""I.S. PETER"" ILIȘUA","ȘCOALA PRIMARĂ ""ILASVAI SELYMES PETER"" ILIȘUA",Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,64,457331,0260655384,0260655026,lisarmasag@yahoo.com
2025-2026,SM,ACÂŞ,136722,RURAL,3061101288,ȘCOALA GIMNAZIALĂ „DOBAI-PLOSCA” ACÂȘ,MIHĂIENI,136740,RURAL,,3062103218,S04 MIHĂIENI,ȘCOALA PRIMARĂ MIHĂIENI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,36,447007,0261871165,0261871044,scoalaacas@yahoo.com
2025-2026,SM,ACÂŞ,136722,RURAL,3061101288,ȘCOALA GIMNAZIALĂ „DOBAI-PLOSCA” ACÂȘ,UNIMĂT,136759,RURAL,,3062103227,S04 UNIMĂT,ȘCOALA PRIMARĂ UNIMĂT,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,272,447008,0261871260,0261871044,scoalaacas@yahoo.com
2025-2026,SM,AGRIŞ,137201,RURAL,3061102497,ȘCOALA GIMNAZIALĂ „CSURY BALINT” AGRIȘ,CIUPERCENI,137210,RURAL,,3062100495,S04 CIUPERCENI,ȘCOALA PRIMARĂ CIUPERCENI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,38,447067,0261878070,0261878020,scoalaagris@yahoo.com
2025-2026,SM,BELTIUG,136973,RURAL,3061100034,ȘCOALA GIMNAZIALĂ „VIOREL SĂLĂGEAN” BELTIUG,GHIRIŞA,136991,RURAL,,3062103245,S04 GHIRIȘA,ȘCOALA PRIMARĂ GHIRIȘA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală, 56,447042,0361420334,0361420334,scoalabeltiug@yahoo.com
2025-2026,SM,BOGDAND,137149,RURAL,3061101849,ȘCOALA GIMNAZIALĂ „PETRI MOR” BOGDAND,CORUND,137167,RURAL,,3062100803,S04 CORUND,ȘCOALA PRIMARĂ CORUND,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Andrei Blaga,65,447062,0261828203,0261828280,bogdandis@yahoo.com
2025-2026,SM,BOGDAND,137149,RURAL,3061101849,ȘCOALA GIMNAZIALĂ „PETRI MOR” BOGDAND,SER,137176,RURAL,,3062100812,S04 SER,ȘCOALA PRIMARĂ SER,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Școlii,42,447063,0261828203,0261828280,bogdandis@yahoo.com
2025-2026,SM,BĂTARCI,136928,RURAL,3061101971,ȘCOALA GIMNAZIALĂ BĂTARCI,TĂMĂŞENI,136955,RURAL,,3062102895,S04 TĂMĂȘENI,ȘCOALA PRIMARĂ TĂMĂȘENI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală, 78,447033,0261837005,0261837008,scoalabatarci@yahoo.com
2025-2026,SM,CRAIDOROLŢ,137452,RURAL,3061102018,ȘCOALA GIMNAZIALĂ „IULIU COROIANU” CRAIDOROLȚ,ERIU SÂNCRAI,137470,RURAL,,3062103132,S04 ERIU SÂNCRAI,ȘCOALA PRIMARĂ ERIU SÂNCRAI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală, 166,447105,0261876564,0261876564,sgcraidorolt@yahoo.ro
2025-2026,SM,CRAIDOROLŢ,137452,RURAL,3061102018,ȘCOALA GIMNAZIALĂ „IULIU COROIANU” CRAIDOROLȚ,SATU MIC,137489,RURAL,,3062103141,S04 SATU MIC,ȘCOALA PRIMARĂ SATU MIC,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală, 32,447105,0261876564,0261876564,sgcraidorolt@yahoo.ro
2025-2026,SM,DOBA,137620,RURAL,3061100174,ȘCOALA GIMNAZIALĂ DOBA,BOGHIŞ,137639,RURAL,,3062100328,S04 BOGHIȘ,ȘCOALA PRIMARĂ BOGHIȘ,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,93,447126,0261869262,0261869118,sc.Doba@yahoo.com
2025-2026,SM,HODOD,137853,RURAL,3061102678,ȘCOALA GIMNAZIALĂ „WESSELENYI” HODOD,LELEI,137871,RURAL,,3062103028,S04 LELEI,ȘCOALA PRIMARĂ LELEI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Kolcsey Ferenc,4,447157,0261829011,0261829131,hododisk@yahoo.com
2025-2026,SM,LAZURI,137979,RURAL,3061101605,ȘCOALA GIMNAZIALĂ „PETOFI SANDOR” LAZURI,PELEŞ,138011,RURAL,,3062101121,S04 PELEȘ,ȘCOALA PRIMARĂ PELEȘ,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,104,447174,0261753215,0261753215,samlazuri@yahoo.com
2025-2026,SM,LIVADA,138048,URBAN,3061101804,ȘCOALA GIMNAZIALĂ „PETOFI SANDOR” LIVADA,ADRIAN,138057,URBAN,,3062100961,S04 ADRIAN,ȘCOALA PRIMARĂ ADRIAN,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,99,447181,0261840007,0261840408,sc.petofi.livada@gmail.com
2025-2026,SM,MOFTINU MIC,138217,RURAL,3061101917,ȘCOALA GIMNAZIALĂ „MIHAI VITEAZUL” MOFTINU MIC,SÂNMICLĂUŞ,138271,RURAL,,3062100269,S04 SÂNMICLĂUȘ,ȘCOALA PRIMARĂ SÂNMICLĂUȘ,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală, 73,447208,0261875011,0261875011,scmmic@yahoo.com
2025-2026,SM,PETREŞTI,138510,RURAL,3061101813,ȘCOALA PRIMARĂ „DR. STEFAN VONHAZ” PETREȘTI,PETREŞTI,138510,RURAL,654021,3061101813,S04 „DR. STEFAN VONHAZ” PETREȘTI,ȘCOALA PRIMARĂ „DR. STEFAN VONHAZ” PETREȘTI,Unitate de învățământ,PJ,17306862,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,549,447240,0261820002,0261820002,scoalapetresti@gmail.com
2025-2026,SM,PĂULEŞTI,138440,RURAL,3061102366,ȘCOALA GIMNAZIALĂ „LIVIU REBREANU” PĂULEȘTI,AMAŢI,138459,RURAL,,3062100572,S04 „NICOLAE LABIȘ” AMAȚI,ȘCOALA PRIMARĂ „NICOLAE LABIȘ” AMAȚI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Regele Ferdinand,134,447231,0261829344,0261757314,scoalageneralepaulesti@yahoo.com
2025-2026,SM,SANTĂU,138743,RURAL,3061101695,ȘCOALA GIMNAZIALĂ SANTĂU,CHEREUŞA,138752,RURAL,,3062102981,S04 CHEREUȘA,ȘCOALA PRIMARĂ CHEREUȘA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,364,445100,0261823080,0261823080,scoalasantau@yahoo.com
2025-2026,SM,SĂUCA,138814,RURAL,3061101451,ȘCOALA GIMNAZIALĂ SĂUCA,CEAN,138832,RURAL,,3062100554,S04 CEAN,ȘCOALA PRIMARĂ CEAN,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,44,447282,0261822809,0261822809,scoalasauca@yahoo.com
2025-2026,SM,TARNA MARE,139018,RURAL,3061102009,LICEUL TEHNOLOGIC TARNA MARE,VALEA SEACĂ,139036,RURAL,,3062100997,S04 VALEA SEACĂ,ȘCOALA PRIMARĂ VALEA SEACĂ,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală, 384,447312,0786230232,0786230232,samtarna@yahoo.com
2025-2026,SM,VETIŞ,139367,RURAL,3061102054,ȘCOALA GIMNAZIALĂ VETIȘ,DECEBAL,139376,RURAL,,3062100468,S04 DECEBAL,ȘCOALA PRIMARĂ DECEBAL,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Bradului,4,447357,0261820703,0261820703,scvetis@yahoo.com
2025-2026,SM,VIILE SATU MARE,139401,RURAL,3061101564,ȘCOALA GIMNAZIALĂ VIILE SATU MARE,VIILE SATU MARE,139401,RURAL,,3062102909,S04 DEALU MARE,ȘCOALA PRIMARĂ DEALU MARE,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Școlii,10,447360,0261754202,0261754202,scviism@gmail.com
2025-2026,SV,ADÂNCATA,146806,RURAL,3361103919,"ȘCOALA GIMNAZIALĂ ""IOAN BĂNCESCU"" ADÂNCATA",CĂLUGĂRENI,146833,RURAL,,3362107077,ȘCOALA PRIMARĂ CĂLUGĂRENI,ȘCOALA PRIMARĂ CĂLUGĂRENI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Principală,25,727008,0230520908,0230528840,sg_ioan_bancescu_adancata@isj.sv.edu.ro
2025-2026,SV,ADÂNCATA,146806,RURAL,3361103919,"ȘCOALA GIMNAZIALĂ ""IOAN BĂNCESCU"" ADÂNCATA",FETEŞTI,146842,RURAL,,3362107109,ȘCOALA PRIMARĂ FETEȘTI,ȘCOALA PRIMARĂ FETEȘTI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Principală,140,727009,0230528796,0230528840,sg_ioan_bancescu_adancata@isj.sv.edu.ro
2025-2026,SV,ARBORE,146879,RURAL,3361102841,"ȘCOALA GIMNAZIALĂ ""LUCA ARBURE"" ARBORE",ARBORE,146879,RURAL,,3362102529,ȘCOALA PRIMARĂ ARBORE,ȘCOALA PRIMARĂ ARBORE,Unitate de învățământ,AR,,Două schimburi/zi,Buget,Publică de interes naţional şi local,Grigore Ureche,1,727015,0230539417,0230539417,sg_luca_arbure_arbore@isj.sv.edu.ro
2025-2026,SV,ARBORE,146879,RURAL,3361102841,"ȘCOALA GIMNAZIALĂ ""LUCA ARBURE"" ARBORE",BODNĂRENI,146888,RURAL,,3362102583,ȘCOALA PRIMARĂ BODNĂRENI,ȘCOALA PRIMARĂ BODNĂRENI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local,Școlii,4,727016,0230539417,0230539417,sg_luca_arbure_arbore@isj.sv.edu.ro
2025-2026,SV,BAINEŢ,149593,RURAL,3361102633,ȘCOALA GIMNAZIALĂ BAINEȚ,VĂŞCĂUŢI,149637,RURAL,,3362106655,ȘCOALA PRIMARĂ VĂȘCĂUȚI,ȘCOALA PRIMARĂ VĂȘCĂUȚI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Principală,71,727393,0744552033,0230280162,sg_bainet@isj.sv.edu.ro
2025-2026,SV,BERCHIŞEŞTI,148346,RURAL,3361103824,ȘCOALA GIMNAZIALĂ BERCHIȘEȘTI,CORLATA,148355,RURAL,,3362104775,ȘCOALA PRIMARĂ CORLATA,ȘCOALA PRIMARĂ CORLATA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Florin Persic,118,727217,0756945536,0330564269,sg_berchisesti@isj.sv.edu.ro
2025-2026,SV,BOROAIA,147081,RURAL,3361100278,"ȘCOALA GIMNAZIALĂ ""VASILE TOMEGEA"" BOROAIA",BOROAIA,147081,RURAL,,3362106221,ȘCOALA PRIMARĂ BOROAIA,ȘCOALA PRIMARĂ BOROAIA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Prof. dr. Gheorghe Scripcaru, 403A,727040,0230548017,0230548017,sg_vasile_tomegea_boroaia@isj.sv.edu.ro
2025-2026,SV,BOROAIA,147081,RURAL,3361100278,"ȘCOALA GIMNAZIALĂ ""VASILE TOMEGEA"" BOROAIA",GIULEŞTI,147107,RURAL,,3362106203,ȘCOALA PRIMARĂ GIULEȘTI,ȘCOALA PRIMARĂ GIULEȘTI,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Înv. Dumitru Savinescu, 39A,727042,0230548017,0230548017,sg_vasile_tomegea_boroaia@isj.sv.edu.ro
2025-2026,SV,BOROAIA,147081,RURAL,3361100278,"ȘCOALA GIMNAZIALĂ ""VASILE TOMEGEA"" BOROAIA",SĂCUŢA,147125,RURAL,,3362106212,ȘCOALA PRIMARĂ SĂCUȚA,ȘCOALA PRIMARĂ SĂCUȚA,Unitate de învățământ,AR,,Un schimb/zi,Buget,Publică de interes naţional şi local, Săcuța Vale, 30A,727044,0230548017,0230548017,sg_vasile_tomegea_boroaia@isj.sv.edu.ro
