Назва закладу освіти,Код в ЄДЕБО,ОУО підтвердив дані,Скорочена назва,Статус,Тип закладу,Форма власності,Код КОАТУУ,Регіон,Населений пункт,Місцезнаходження (юридична адреса),Код КАТОТТГ,Населений пункт (за КАТОТТГ),Головний заклад,"Найменування органу, до сфери управління якого належить заклад освіти",Телефон,Факс,Електронна пошта,Веб-сайт,Керівник,Опорний / Філія,Сільський,Гірський,Інтернат,Ліцензовані обсяги
Товмачицька вечірня (змінна) загальноосвітня школа ІI-III ступенів Коломийської міської ради,147227,Так,Товмачицька вечірня (змінна) ЗОШ ІІ-ІІІ ступенів,реорганізовано,вечірня (змінна) школа,Комунальна,2623287201,,"с. Товмачик, Коломийський район, Івано-Франківська область","вулиця Франка, 1",,,,Управління освіти Коломийської міської ради,(03433)91230,,,,Ткач Михайло Миколайович,Ні,Так,Ні,Ні,
Мельнице-Подільський заклад загальної середньої освіти I-III ступенів Мельнице-Подільської селищної ради Тернопільської області,147228,Так,Мельнице-Подільський ЗЗСО І-ІІІ ступенів,працює,школа,Комунальна,6120855400,Тернопільська область,"смт Мельниця-Подільська, Борщівський район, Тернопільська область","вулиця І.Франка, 15",UA61060290010018747,"Тернопільська обл., Чортківський р-н",,"Відділ освіти, культури, молоді та спорту Мельнице-Подільської селищної ради","(03541)41259, (03541)41277",,mp_school@ukr.net,http://www.melpodilska-gromada.gov.ua,Боднарчук Галина Михайлівна,Ні,Ні,Ні,Ні,720
Новосілківська гімназія Горохівської міської ради Луцького району Волинської області,147229,Так,Новосілківська гімназія,працює,гімназія,Комунальна,0720884801,Волинська область,"с. Новосілки, Горохівський район, Волинська область","вулиця Шкільна, 2",UA07080070230014100,"Волинська обл., Луцький р-н",,Управління з гуманітарних питань Горохівської міської ради Луцького району Волинської області,(033)7992538,,Novosilky_school@ukr.net,http://novosilky.edua.info,Стасевич Лілія Олександрівна,Ні,Так,Ні,Ні,320
Підберезівський ліцей Горохівської міської ради Луцького району Волинської області,147230,Так,Підберезівський ліцей,працює,ліцей,Комунальна,0720886201,Волинська область,"с. Підбереззя, Горохівський район, Волинська область","вулиця Центральна, 2",UA07080070280018675,"Волинська обл., Луцький р-н",,Управління з гуманітарних питань Горохівської міської ради Луцького району Волинської області,(096)4615177,,pidberezschool@ukr.net,http://pidberez.edua.info,Грицюк Світлана Василівна,Ні,Так,Ні,Ні,320
"вечірня (змінна) школа ІІ-ІІІ ступенів №8 ""Школа самоосвіти"" Печерського району м. Києва",147231,Так,"В(З)Ш №8 ""Школа самоосвіти""",реорганізовано,вечірня (змінна) школа,Комунальна,8038200000,Київ,Київ,"вулиця Катерини Білокур, 3",UA80000000000624772,м. Київ,,Управління освіти та інноваційного розвитку Печерської районної в місті Києві державної адміністрації,(044)285-22-07,,vzsh-8@ukr.net,,Лейко Людмила Іванівна,Ні,Ні,Ні,Ні,
"Філія ""Рудокраснянська початкова школа"" опорного закладу ""Жобринський ліцей"" Клеванської селищної ради",147232,Так,"Філія ""Рудокраснянська початкова школа"" опорного закладу ""Жобринський ліцей""",ліквідовано,початкова школа,Комунальна,5624684503,Рівненська область,"с. Руда-Красна, Рівненський район, Рівненська область","вулиця Л.Українки, 55",UA56060290050026808,"Рівненська обл., Рівненський р-н","Опорний заклад ""Жобринський ліцей"" Клеванської селищної ради","Відділ освіти, культури, туризму, молоді та спорту Клеванської селищної ради",(0362)27-23-22,,rudazosh@gmail.com,,Семенюк Ольга Сергіївна,Філія,Так,Ні,Ні,
Джурківська гімназія Підгайчиківської сільської ради,147233,Так,Джурківська гімназія,працює,гімназія,Комунальна,2623282001,Івано-Франківська область,"с. Джурків, Коломийський район, Івано-Франківська область","вулиця Українська, 75",UA26080190020045487,"Івано-Франківська обл., Коломийський р-н",,Підгайчиківська сільська рада,(03433)95248,,dzurkiv@ukr.net,http://schooldz.ucoz.ua,Сеньків Ярослава Петрівна,Ні,Так,Ні,Ні,
заклад загальної середньої освіти Лобачівський ліцей Берестечківської міської ради Волинської області,147234,Так,ЗЗСО Лобачівський ліцей,працює,ліцей,Комунальна,0720883201,Волинська область,"с. Лобачівка, Горохівський район, Волинська область","вулиця Незалежності, 13-А",UA07080010150014359,"Волинська обл., Луцький р-н",,Берестечківська міська рада,(097)5807554,,lobach_school@ukr.net,https://lobachivka.edua.info/,Карніц Сергій Іванович,Ні,Так,Ні,Ні,
Печихвостівський ліцей Горохівської міської ради Луцького району Волинської області,147235,Так,Печихвостівський ліцей,працює,ліцей,Комунальна,0720886001,Волинська область,"с. Печихвости, Горохівський район, Волинська область","вулиця Шкільна, 1",UA07080070270070043,"Волинська обл., Луцький р-н",,Управління з гуманітарних питань Горохівської міської ради Луцького району Волинської області,(068)3359569,,pechyhvosty.lyceum@gmail.com,http://pechyhvostu.edua.info,Пашкевич Лариса Ігорівна,Ні,Так,Ні,Ні,220
заклад загальної середньої освіти Мервинський ліцей Берестечківської міської ради Волинської області,147236,Так,ЗЗСО Мервинський ліцей,працює,ліцей,Комунальна,0720883801,Волинська область,"с. Мерва, Горохівський район, Волинська область","вулиця Богдана Хмельницького, 14",UA07080010160020852,"Волинська обл., Луцький р-н",,Берестечківська міська рада,(098)7774604,,mervaschool@ukr.net,https://merva.school.org.ua/,Гримайло Людмила Іванівна,Ні,Так,Ні,Ні,
Слобідська гімназія Краснокутської селищної ради Богодухівського району Харківської області,147237,Так,Слобідська гімназія,працює,гімназія,Комунальна,6323586208,Харківська область,"с. Слобідка, Краснокутський район, Харківська область","вулиця Шкільна, 18",UA63020090440026978,"Харківська обл., Богодухівський р-н",,Відділ освіти Краснокутської селищної ради Богодухівського району Харківської області,(05756)99366,,slobidka100@ukr.net,http://slobidka-gumnasium.kh.sch.in.ua,Богодущенко Олександра Іванівна,Ні,Так,Ні,Ні,
Мотовилівськослобідська гімназія Фастівської міської ради Київської області,147238,Так,Мотовилівськослобідська гімназія,працює,гімназія,Комунальна,3224984501,Київська область,"с. Мотовилівська Слобідка, Фастівський район, Київська область","вулиця Центральна, 33",UA32140150150063255,"Київська обл., Фастівський р-н",,Управління освіти виконавчого комітету Фастівської міської ради,(04565)47331,,mslobidka@ukr.net,http://mslobidka.at.ua,Лосенко Наталія Миколаївна,Ні,Так,Ні,Ні,91
"Приватний заклад гімназія ""Еммануїл""",147239,Так,"Приватна гімназія "" Еммануїл""",працює,гімназія,Приватна,2110400000,Закарпатська область,"Мукачеве, Закарпатська область","вулиця Набережна Незалежності, 3",UA21040150010056148,Закарпатська обл.,,Управління освіти виконавчого комітету Мукачівської міської ради,(050)7140947,,nvk.emmanuil@gmail.com,,Коропець Інна Ігорівна,Ні,Ні,Ні,Ні,
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ЛІЦЕЙ - ""ЄВРОПЕЙСЬКА ГІМНАЗІЯ"" З ПОЧАТКОВОЮ ШКОЛОЮ М. ДНІПРО",147240,Так,"ТОВ ЛІЦЕЙ - ""ЄВРОПЕЙСЬКА ГІМНАЗІЯ""",працює,ліцей,Приватна,1210136900,Дніпропетровська область,"Дніпро, Дніпропетровська область","вулиця Морська, 10",UA12020010010512802,"Дніпропетровська обл., м. Дніпро",,Департамент освіти і науки Дніпропетровської обласної державної адміністрації,(056)3713373,,,,Левицька Галина Михайлівна,Ні,Ні,Ні,Ні,150
МАТВІЇСЬКА ФІЛІЯ ВОЛОДАРСЬКОГО ЛІЦЕЮ ІМЕНІ В.П. МЕЛЬНИКА ВОЛОДАРСЬКОЇ СЕЛИЩНОЇ РАДИ,147241,Так,МАТВІЇСЬКА ФІЛІЯ,призупинено,початкова школа,Комунальна,3221684801,Київська область,"с. Матвіїха, Володарський район, Київська область","вулиця Кооперативна, 79",UA32020030190028276,"Київська обл., Білоцерківський р-н",ВОЛОДАРСЬКИЙ ЛІЦЕЙ ІМЕНІ В.П. МЕЛЬНИКА ВОЛОДАРСЬКОЇ СЕЛИЩНОЇ РАДИ,Відділ освіти Володарської селищної ради,(04569)56595,,matviiha@ukr.net,http://www.matviikha-nvk.edukit.kiev.ua,Шаповалюк Ганна Романівна,Філія,Так,Ні,Ні,
Лановицька початкова школа Бісковицької сільської ради Самбірського району Львівської області,147242,Так,Лановицька початкова школа,працює,початкова школа,Комунальна,4624286902,Львівська область,"с. Лановичі, Самбірський район, Львівська область","вулиця Шкільна, 19",UA46080010180050912,"Львівська обл., Самбірський р-н",,Відділ освіти Бісковицької сільської ради,(03236)44735,(03236)44735,lanowice.szkola@gmail.com,,Стащишин Марія Франківна,Ні,Так,Ні,Ні,
Верхнячківський заклад загальної середньої освіти І-ІІІ ступенів Козівської сільської ради Стрийського району Львівської області,147243,Так,Верхнячківський ЗЗСО І-ІІІ ступенів,працює,школа,Комунальна,4624580401,Львівська область,"с. Верхнячка, Сколівський район, Львівська область","вулиця Шевченка, 115",UA46100090020035186,"Львівська обл., Стрийський р-н",,"Відділ освіти, культури, молоді та спорту Козівської сільської ради",(067)2839571,,School_Verkhnyachka@i.ua,,Шкодин Марія Павлівна,Ні,Так,Так,Ні,
Варязька загальноосвітня школа I-III ступенів Сокальської міської ради Львівської області,147244,Так,Варязька ЗШ І-ІІІ ст.,працює,школа,Комунальна,4624883901,Львівська область,"с. Варяж, Сокальський район, Львівська область","вулиця Центральна, 21а",UA46120110070051270,"Львівська обл., Шептицький р-н",,"Відділ освіти, молоді та спорту Сокальської міської ради Львівської області",(03257)51-2-37,,variazh.school1@gmail.com,https://sokal.osvitportal.in.ua/zzso6,Гаврилів Ярослав Степанович,Ні,Так,Ні,Ні,
Скала-Подільська загальноосвітня школа I-II ступенів Скала-Подільської селищної ради Борщівського району Тернопільської області,147245,Так,Скала-Подільська ЗОШ І-ІІ ступенів,працює,школа,Комунальна,6120855700,Тернопільська область,"смт Скала-Подільська, Борщівський район, Тернопільська область","вулиця Грушевського, 91",UA61060350010027203,"Тернопільська обл., Чортківський р-н",,"Відділ освіти, культури, сім'ї, молоді та спорту Скала-Подільської селищної ради",(096)9672846,,skala.podilska2@gmail.com,http://spschool2.at.ua,Дячинський Дмитро Вікторович,Ні,Ні,Ні,Ні,
Завадівська гімназія імені Михайла Вербицького Яворівської міської ради Львівської області,147246,Так,Завадівська гімназія імені Михайла Вербицького,працює,гімназія,Комунальна,4625884201,Львівська область,"с. Завадів, Яворівський район, Львівська область","вулиця Молодіжна, 2",UA46140110260021189,"Львівська обл., Яворівський р-н",,Відділ освіти Яворівської міської ради Львівської області,(032)5961441,,zavadivschool@ukr.net,zavadivschool.wixsite.com/zavadiv/novini,Баран Ігор Іванович,Ні,Так,Ні,Ні,
Прилбицький заклад загальної середньої освіти І-ІІІ ступенів імені Митрополита Андрея Шептицького Новояворівської міської ради,147247,Так,Прилбицький ЗЗСО І-ІІІ ступенів ім. Митрополита А.Шептицького,працює,школа,Комунальна,4625886701,Львівська область,"с. Прилбичі, Яворівський район, Львівська область","вулиця Шептицького Андрея, 67",UA46140050150014119,"Львівська обл., Яворівський р-н",,Відділ освіти Новояворівської міської ради,(032)5968-178,,prylbychyschool@ukr.net,,Михалечко Ольга Петрівна,Ні,Так,Ні,Ні,
ОДЕСЬКА ГІМНАЗІЯ № 33 ОДЕСЬКОЇ МІСЬКОЇ РАДИ,147248,Так,ОДЕСЬКА ГІМНАЗІЯ № 33,працює,гімназія,Комунальна,5110136900,Одеська область,"Одеса, Одеська область","вулиця Михайла Комарова, 8",UA51100270010196805,"Одеська обл., м. Одеса",,Департамент освіти та науки Одеської міської ради,(048)7630363,,odshkola33@ukr.net,https://school33.krvo.od.ua,Інжестойкова Олена Віталіївна,Ні,Ні,Ні,Ні,
ОДЕСЬКИЙ ЛІЦЕЙ № 80 ОДЕСЬКОЇ МІСЬКОЇ РАДИ,147249,Так,ОДЕСЬКИЙ ЛІЦЕЙ № 80,працює,ліцей,Комунальна,5110136900,Одеська область,"Одеса, Одеська область","вулиця Сім'ї Глодан, 13/1",UA51100270010196805,"Одеська обл., м. Одеса",,Департамент освіти та науки Одеської міської ради,"(048)7445531, (048)7448439",(048)7445531,lyceum80odesa@ukr.net,https://lyceum80.krvo.od.ua,Писаренко Северина Григорівна,Ні,Ні,Ні,Ні,
ОДЕСЬКИЙ ЛІЦЕЙ № 82 ОДЕСЬКОЇ МІСЬКОЇ РАДИ,147250,Так,ОДЕСЬКИЙ ЛІЦЕЙ № 82,працює,ліцей,Комунальна,5110136900,Одеська область,"Одеса, Одеська область","проспект Небесної Сотні, 12-А",UA51100270010196805,"Одеська обл., м. Одеса",,Департамент освіти та науки Одеської міської ради,(048)7619646,(048)7619646,liceum_82_odesa@ukr.net,https://lyceum82.krvo.od.ua,Костікова Наталія Леонідівна,Ні,Ні,Ні,Ні,
ОПОРНИЙ КОМУНАЛЬНИЙ ЗАКЛАД ЗАГАЛЬНОЇ СЕРЕДНЬОЇ ОСВІТИ І-ІІІ СТУПЕНІВ №1 ІМЕНІ ІГОРЯ КАЛИНЦЯ М. ХОДОРІВ ХОДОРІВСЬКОЇ МІСЬКОЇ РАДИ ЛЬВІВСЬКОЇ ОБЛАСТІ,147251,Так,ОЗЗСО І-ІІІ ст.№1 м.Ходорів,працює,школа,Комунальна,4621510500,Львівська область,"Ходорів, Жидачівський район, Львівська область","вулиця Шевченка, 30",UA46100270010046817,"Львівська обл., Стрийський р-н",,"Відділ освіти, молоді та спорту виконавчого комітету Ходорівської міської ради",(067)9345554,,hodorivzosh1@gmail.com,,Курінна Зоряна Богданівна,Опорний заклад,Ні,Ні,Ні,
"Філія ""Заклад загальної середньої освіти І ступеня№13 с. Вербиця"" опорного комунального закладу загальної середньої освіти І-ІІІ ступенів №1 м. Ходорів Ходорівської міської ради Львівської області",147252,Так,"Філія ""ЗЗСО І ст.№13с. Вербиця"" Опорного ЗЗСО І-ІІІ ст. №1 м. Ходорів",ліквідовано,школа,Комунальна,4621581501,,"с. Вербиця, Жидачівський район, Львівська область","вулиця Шкільна, 1",,,ОПОРНИЙ КОМУНАЛЬНИЙ ЗАКЛАД ЗАГАЛЬНОЇ СЕРЕДНЬОЇ ОСВІТИ І-ІІІ СТУПЕНІВ №1 ІМЕНІ ІГОРЯ КАЛИНЦЯ М. ХОДОРІВ ХОДОРІВСЬКОЇ МІСЬКОЇ РАДИ ЛЬВІВСЬКОЇ ОБЛАСТІ,"Відділ освіти, молоді та спорту виконавчого комітету Ходорівської міської ради",(097)6930283,,,,Бардигула Світлана Ярославівна,Філія,Ні,Ні,Ні,
Головецький заклад загальної середньої освіти I-II рівнів-філія Тухлянського ОНЗЗСО І-ІІІ рівнів-гімназії Славської селищної ради Стрийського району Львівської області,147253,Так,Головецький ЗЗСО І-ІІ рівнів-філія Тухлянського ОНЗЗСО І-ІІІ р.-гімназії,реорганізовано,школа,Комунальна,4624581201,Львівська область,"с. Головецько, Сколівський район, Львівська область","вулиця Брязького, 7",UA46100210040097879,"Львівська обл., Стрийський р-н",Тухлянський опорний навчальний заклад загальної середньої освіти І-ІІІ рівнів-гімназія Славської селищної ради Стрийського району Львівської області,,(067)5279148,,savchinanatoliy@ukr.net,,Климович Михайло Лук'янович,Філія,Так,Так,Ні,
Верхньосиньовидненський заклад загальної середньої освіти I-III ступенів імені Петра Яцика Сколівської міської ради,147254,Так,Верхньосиньовидненський ЗЗСО І-ІІІ ст.,працює,ліцей,Комунальна,4624555300,Львівська область,"смт Верхнє Синьовидне, Сколівський район, Львівська область","вулиця Грушевського, 13",UA46100190020068546,"Львівська обл., Стрийський р-н",,"Відділ освіти, молоді та спорту Сколівської міської ради",(03251)24-0-28,,osvita.vsynov@gmail.com,,Кавка Володимир Богданович,Ні,Ні,Так,Ні,
Сідлищенська гімназія Отинійської селищної ради,147255,Так,Сідлищенська гімназія,працює,гімназія,Комунальна,2623286201,Івано-Франківська область,"с. Сідлище, Коломийський район, Івано-Франківська область","вулиця Молодіжна, 45",UA26080150130024688,"Івано-Франківська обл., Коломийський р-н",,Відділ освіти Отинійської селищної ради,(03433)6-20-61,,school_sidlyshche@ukr.net,https://sidlyshcheschool.e-schools.info/,Воловський Ігор Васильович,Ні,Так,Ні,Ні,
Звиняченський ліцей Горохівської міської ради Луцького району Волинської області,147256,Так,Звиняченський ліцей,працює,ліцей,Комунальна,0720882001,Волинська область,"с. Звиняче, Горохівський район, Волинська область","вулиця Шкільна, 40/1",UA07080070100043350,"Волинська обл., Луцький р-н",,Управління з гуманітарних питань Горохівської міської ради Луцького району Волинської області,(096)4107177,,zvynschool@ukr.net,http://zvinyache.edua.info,Біланчук Людмила Валеріївна,Ні,Так,Ні,Ні,530
"Пехівська філія опорного закладу ""Шацький ліцей"" Шацької селищної ради Волинської області",147257,Так,"Пехівська філія опорного закладу ""Шацький ліцей""",призупинено,початкова школа,Комунальна,0725785402,Волинська область,"с. Пехи, Шацький район, Волинська область","вулиця Шкільна, 5",UA07060450180055181,"Волинська обл., Ковельський р-н","Опорний заклад ""Шацький ліцей"" Шацької селищної ради Волинської області",Управління гуманітарного розвитку Шацької селищної ради,(098)9782721,,pehuschool@ukr.net,,Пех Ірина Вячеславівна,Філія,Так,Ні,Ні,
Наддністрянська філія ліцею №2 селище Муровані Курилівці Вінницької області,147258,Так,Наддністрянська філія ліцею №2 селище Муровані Курилівці,працює,гімназія,Комунальна,0522884401,Вінницька область,"с. Наддністрянське, Мурованокуриловецький район, Вінницька область","вулиця Шкільна, 10",UA05080070300059170,"Вінницька обл., Могилів-Подільський р-н",ліцей №2 селище Муровані Курилівці Вінницької області,Відділ освіти Мурованокуриловецької селищної ради,(04356)37527,,nnvk@ukr.net,,Паршенко Галина Василівна,Філія,Так,Ні,Ні,
Старосільська середня загальноосвітня школа І ст. Дрогобицького району,147259,Так,Старосільська СЗШ І ст.,працює,школа,Комунальна,4621286805,Львівська область,"с. Старе Село, Дрогобицький район, Львівська область",,UA46020030310082239,"Львівська обл., Дрогобицький р-н",,Відділ освіти Дрогобицької районної державної адміністрації,(068)0443579,,,,Котів Оксана Михайлівна,Ні,Так,Ні,Ні,
ліцей с. Голендри Калинівської міської ради Вінницької області,147260,Так,Ліцей с.Голендри,працює,ліцей,Комунальна,0521680909,Вінницька область,"с-ще Голендри, Калинівський район, Вінницька область","вулиця Шкільна, 1",UA05120070100016985,"Вінницька обл., Хмільницький р-н",,Управління освіти. молоді та спорту Калинівської міської ради,(04333)35122,,golendrivska1@ukr.net,http://gol.kledu.vn.ua,Гонтар Віктор Михайлович,Ні,Так,Ні,Ні,
Загайпільська гімназія Підгайчиківської сільської ради,147261,Так,Загайпільська гімназія,працює,гімназія,Комунальна,2623282401,Івано-Франківська область,"с. Загайпіль, Коломийський район, Івано-Франківська область","вулиця Українська, 13",UA26080190030026075,"Івано-Франківська обл., Коломийський р-н",,Підгайчиківська сільська рада,(03433)65347,,zagaypil.scool@ukr.net,,Піддубрівний Богдан Михайлович,Ні,Так,Ні,Ні,
Голосківська гімназія Отинійської селищної ради,147262,Так,Голосківська гімназія,працює,гімназія,Комунальна,2623281401,Івано-Франківська область,"с. Голосків, Коломийський район, Івано-Франківська область","вулиця Довбуша, 2",UA26080150070036985,"Івано-Франківська обл., Коломийський р-н",,Відділ освіти Отинійської селищної ради,(03433)6-21-48,,goloskiv@ukr.net,goloskiv-school.e-schools.info,Боднар Ольга Василівна,Ні,Так,Ні,Ні,
Початкова школа №11 Шептицької міської ради,147263,Так,Початкова школа № 11,працює,початкова школа,Комунальна,4611800000,Львівська область,"Шептицький, Львівська область","вулиця Степана Бандери, 3",UA46120130010071117,"Львівська обл., Шептицький р-н",,Відділ освіти Шептицької міської ради,(03249)36354,,schoolcher11@ukr.net,http://11.chergym.org.ua/,Перець Надія Михайлівна,Ні,Ні,Ні,Ні,
Озерцівський ліцей Горохівської міської ради Луцького району Волинської області,147264,Так,Озерцівський ліцей,працює,ліцей,Комунальна,0720886902,Волинська область,"с. Озерці, Горохівський район, Волинська область","вулиця Шкільна, 8",UA07080070240097807,"Волинська обл., Луцький р-н",,Управління з гуманітарних питань Горохівської міської ради Луцького району Волинської області,(096)8239301,,ozercischool@ukr.net,http://ozerci.edua.info,Дядюк Руслана Іванівна,Ні,Так,Ні,Ні,150
БІЛЧАНСЬКИЙ ЛІЦЕЙ ІМЕНІ О. ОДАРІЯ ІВАНІВСЬКОЇ СЕЛИЩНОЇ РАДИ БЕРЕЗІВСЬКОГО РАЙОНУ ОДЕСЬКОЇ ОБЛАСТІ,147265,Так,БІЛЧАНСЬКИЙ ЛІЦЕЙ ІМЕНІ О. ОДАРІЯ,працює,навчально-виховний комплекс (об'єднання),Комунальна,5121880701,Одеська область,"с. Білка, Іванівський район, Одеська область","вулиця Стрекалова, 68 В",UA51020090050072570,"Одеська обл., Березівський р-н",,"Відділ освіти, молоді та спорту Іванівської селищної ради Одеської області",(04854)51285,,ykpykp63@ukr.net,,Переляканий Юрій Михайлович,Опорний заклад,Так,Ні,Ні,
"ПРИВАТНИЙ ЗАКЛАД ""ЛІЦЕЙ ""ЕРУДИТ""",147266,Так,"ПЗ ""ЛІЦЕЙ ""ЕРУДИТ""",працює,ліцей,Приватна,5123755802,Одеська область,"с. Лиманка, Овідіопольський район, Одеська область","вулиця Одеський бульвар, 1",UA51100290030015330,"Одеська обл., Одеський р-н",,Департамент освіти і науки Одеської обласної державної адміністрації,(0482)360168,,erudit.sovinyon@gmail.com,eruditschool.od.ua,Тарарака Тетяна Василівна,Ні,Так,Ні,Ні,
Вишоватська гімназія Нересницької сільської ради Тячівського району Закарпатської області,147267,Так,Вишоватська гімназія,працює,гімназія,Комунальна,2124487402,Закарпатська область,"с. Вишоватий, Тячівський район, Закарпатська область","вулиця Партизанська, 65",UA21080090020098201,"Закарпатська обл., Тячівський р-н",,Управління освіти Нересницької сільської ради Тячівського району Закарпатської області,(096)8325400,,vyshovatyj-sch@tyachiv.net.ua,vushovatuy.ucoz.ua,Лавришин Руслана Михайлівна,Ні,Так,Так,Ні,300
Печеніжинський ліцей Печеніжинської селищної ради,147268,Так,Печеніжинський ліцей,працює,ліцей,Комунальна,2623255700,Івано-Франківська область,"смт Печеніжин, Коломийський район, Івано-Франківська область","вулиця Шевченка, 1",UA26080170010019353,"Івано-Франківська обл., Коломийський р-н",,"ВІДДІЛ ОСВІТИ, МОЛОДІ ТА СПОРТУ ПЕЧЕНІЖИНСЬКОЇ СЕЛИЩНОЇ РАДИ",(03433)64437,,pechenizynzos@ukr.net,https://sites.google.com/view/pechenizyn-litsey,Кузик Михайло Васильович,Ні,Ні,Так,Ні,675
Загальноосвітня школа-інтернат спортивного профілю ІІ-ІІІ ступенів Олімпійського коледжу імені Івана Піддубного,147269,Так,-,призупинено,школа-інтернат,Державна,8036400000,Київ,Київ,"вулиця М.Матеюка, 4",UA80000000000336424,м. Київ,,Національний університет фізичного виховання і спорту України,(044)5139864,,okip-s@ukr.net,,Семенюшко Олексій Іванович,Ні,Ні,Ні,Так,
"загальноосвітня санаторна школа І-ІІІ ступенів комунального лікувально-профілактичного закладу ""Шосткинський обласний дитячий протитуберкульозний санаторій""",147270,Так,КЛПЗ СОР ШОДПС,ліквідовано,санаторна школа,Комунальна,5911000000,Сумська область,"Шостка, Сумська область","вулиця Озерна, 22",UA59100170010017917,Сумська обл.,,Управління освіти Шосткинської міської ради,(05449)43247,,sanatoriy2008@ukr.net,,Пустовіт Валентина Яківна,Ні,Ні,Ні,Ні,
"ОДЕСЬКИЙ ЛІЦЕЙ ""ГАРМОНІЯ"" ОДЕСЬКОЇ МІСЬКОЇ РАДИ",147271,Так,"ОДЕСЬКИЙ ЛІЦЕЙ ""ГАРМОНІЯ""",працює,ліцей,Комунальна,5110136900,Одеська область,"Одеса, Одеська область","вулиця Сергія Шелухина, 43, корпус 2А",UA51100270010196805,"Одеська обл., м. Одеса",,Департамент освіти та науки Одеської міської ради,(048)7492940,(048)7492940,liceigarmonia@ukr.net,https://l-harmony.krvo.od.ua,Бурдейна Ірина Дмитрівна,Ні,Ні,Ні,Ні,
"Тартаківський навчально-виховний комплекс ""Загальноосвітня школа I-III ступенів - дошкільний навчальний заклад імені Петра Саноцького"" Сокальської міської ради Львівської області",147272,Так,"Тартаківський НВК ""ЗШІ-ІІІ ст. - ДНЗ""",працює,навчально-виховний комплекс (об'єднання),Комунальна,4624887401,Львівська область,"с. Тартаків, Сокальський район, Львівська область","проспект Шевченка, 2",UA46120110500065322,"Львівська обл., Шептицький р-н",,"Відділ освіти, молоді та спорту Сокальської міської ради Львівської області",(032)5758425,,tartakivschool@ukr.net,https://sokal.osvitportal.in.ua/zzso17,Дідич Ольга Дмитрівна,Опорний заклад,Так,Ні,Ні,
Федунська початкова школа Шишацької селищної ради Полтавської області,147273,Так,Федунська початкова школа,працює,початкова школа,Комунальна,5325785201,Полтавська область,"с. Федунка, Шишацький район, Полтавська область","вулиця Тараса Шевченка, 54",UA53060330620092542,"Полтавська обл., Миргородський р-н",,Відділ освіти Шишацької селищної ради,(095)7269362,,fed_school@ukr.net,,Довгаль Світлана Анатоліївна,Ні,Так,Ні,Ні,45
вечірня загальноосвітня школа №9 - загальноосвітній навчальний заклад ІІ-ІІІ ступенів,147274,Так,ВЗШ №9,ліквідовано,вечірня (змінна) школа,Комунальна,1211900000,Дніпропетровська область,"Новомосковськ, Дніпропетровська область","вулиця О.Мітягіна, 21",UA12100070010038698,"Дніпропетровська обл., Самарівський р-н",,Управління освіти Самарівської міської ради,(000)0000000,,evening9@meta.ua,http://eveningschool9.dnepredu.com,Галак Вадим Олександрович,Ні,Ні,Ні,Ні,
Загальноосвітня школа І ступенів села Тадані,147275,Так,Загальноосвітня школа І ст. с. Тадані,призупинено,школа,Комунальна,4622110103,Львівська область,"с. Тадані, Кам'янка-Бузький район, Львівська область","вулиця Центральна, 1",UA46060190260014960,"Львівська обл., Львівський р-н",,Відділ освіти Кам`янка-Бузької районної державної адміністрації Львівської області,(097)2378718,,,,ЗАДОРОЖНА Уляна Михайлівна,Ні,Так,Ні,Ні,
Юшківецька філія загальноосвітньої школи І-ІІІ ступенів смт Оратів,147276,Так,,ліквідовано,школа,Державна,0523187301,Вінницька область,"с. Юшківці, Оратівський район, Вінницька область","вулиця Шкільна, 12",UA05020190470056558,"Вінницька обл., Вінницький р-н",,Відділ освіти Оратівської районної державної адміністрації,(04330)2-64-90,,KFHBCFDFCBKSDYF@I.UA,,Михайлишина Любов Петрівна,Ні,Так,Ні,Ні,
Задільський заклад загальної середньої освіти І - ІІ рівнів - філія Завадківського опорного навчального закладу загальної середньої освіти І - ІІІ рівнів Козівської сільської ради Стрийського району Львівської області,147277,Так,Задільський ЗЗСО І - ІІ р.- філія Завадківського ОНЗЗСО І - ІІІ р.,працює,школа,Комунальна,4624582432,Львівська область,"с. Задільське, Сколівський район, Львівська область","вулиця І. Франка, 67",UA46100090070082002,"Львівська обл., Стрийський р-н",Завадківський опорний навчальний заклад загальної середньої освіти I-III рівнів Козівської сільської ради Стрийського району Львівської області,"Відділ освіти, культури, молоді та спорту Козівської сільської ради",(066)0526378,,skolazadilsko@ukr.net,,Малетич Ярослав Миколайович,Філія,Так,Так,Ні,
"Ліцей ""Оріяна"" Львівської міської ради",147278,Так,"Ліцей ""Оріяна""",працює,ліцей,Комунальна,4610136800,Львівська область,"Львів, Львівська область","вулиця Чукаріна, 3",UA46060250010457177,"Львівська обл., м. Львів",,Управління освітньої інфраструктури департаменту освіти та культури Львівської міської ради,"(032)2220462, (032)2224105",,oriyana@mail.lviv.ua,oriyana-school.pp.ua,Коропецька Ірина Богданівна,Ні,Ні,Ні,Ні,
