RED_IZO;IČO;Zřizovatel;Území;ORP;Plný název;Zkrácený název;Ulice;Č. p.;Č. or.;Část obce;PSČ;Místo;Telefon;Fax;Email 1;Email 2;WWW;Ředitel;IZO;Druh/Typ;Název;Škola - Ulice;Škola - Č. p.;Škola - Č. or.;Škola - Část obce;Škola - PSČ;Škola - Místo;Škola - Kód RÚIAN;Kapacita;Obor;Název.1;Forma;Délka;Jazyk;Kapacita oboru;Vyuč. jazyk oboru;Cizí jazyk;Dobíhající
650049691;60610867;2;CZ0327;3215;Základní škola a Mateřská škola Halže, příspěvková organizace;Základní škola a Mateřská škola;Lipová;220.0;;Halže;34701;Halže;727 889 707;;reditel@zsmshalze.cz;;http://www.zsmshlalze.cz;Mgr. Daniela Potocká;102464006;B00;Základní škola;Lipová;220.0;;Halže;34701.0;Halže;15616622.0;150;7901C01;Základní škola;10.0;90;100;150.0;10;;NE
650049756;75016524;2;CZ0524;5202;Základní škola a mateřská škola Přepychy, okres Rychnov nad Kněžnou;Základní škola a mateřská škola;;69.0;;Přepychy;51732;Přepychy;728 492 120;;zs.prepychy@seznam.cz;"skola@prepychy.cz; msprepychy@seznam.cz";http://www.prepychy.cz;Mgr. Marie Pultarová;102390550;B00;Základní škola;;69.0;;Přepychy;51732.0;Přepychy;9793097.0;45;7901C01;Základní škola;10.0;90;100;45.0;10;;NE
650049870;70986576;2;CZ0313;3104;Základní škola a Mateřská škola Dešná;Základní škola a Mateřská škola;;17.0;;Dešná;37873;Dešná;384 498 111;;zsdesna@desna.cz;;;Mgr. Mirka Adamová;107721082;B00;Základní škola;;17.0;;Dešná;37873.0;Dešná;14695979.0;60;7901C001;Základní škola;10.0;90;100;60.0;10;;ANO
650049870;70986576;2;CZ0313;3104;Základní škola a Mateřská škola Dešná;Základní škola a Mateřská škola;;17.0;;Dešná;37873;Dešná;384 498 111;;zsdesna@desna.cz;;;Mgr. Mirka Adamová;107721082;B00;Základní škola;;17.0;;Dešná;37873.0;Dešná;14695979.0;60;7901C01;Základní škola;10.0;90;100;60.0;10;;NE
650049969;70992975;2;CZ0533;5310;Základní škola a Mateřská škola Sádek, okres Svitavy;Základní škola a Mateřská škola;;55.0;;Sádek;57201;Sádek;461 724 465;;sadek@zskola.com;;;Ing. Bc. Markéta Musílková;2506459;B00;Základní škola;;55.0;;Sádek;57201.0;Sádek;15953718.0;80;7901C001;Základní škola;10.0;90;100;80.0;10;;ANO
650049969;70992975;2;CZ0533;5310;Základní škola a Mateřská škola Sádek, okres Svitavy;Základní škola a Mateřská škola;;55.0;;Sádek;57201;Sádek;461 724 465;;sadek@zskola.com;;;Ing. Bc. Markéta Musílková;2506459;B00;Základní škola;;55.0;;Sádek;57201.0;Sádek;15953718.0;80;7901C01;Základní škola;10.0;90;100;80.0;10;;NE
650050029;70988731;2;CZ0534;5306;Základní škola a mateřská škola Horní Třešňovec, okres Ústí nad Orlicí;Základní škola a mateřská škola;;4.0;;Horní Třešňovec;56301;Horní Třešňovec;465 321 582;;zsms@hornitresnovec.cz;;http://www.hornitresnovec.cz/skola;Mgr. Andrea Nožková, DiS.;102642117;B00;Základní škola;;4.0;;Horní Třešňovec;56301.0;Horní Třešňovec;17975697.0;49;7901C01;Základní škola;10.0;90;100;49.0;10;;NE
650050142;75004577;2;CZ0315;3109;Základní škola a Mateřská škola Nová Pec;Základní škola a Mateřská škola;;74.0;;Nové Chalupy;38462;Nová Pec;388 336 035;388 336 035;zsnovapec@centrum.cz;;;Mgr. Miloš Doležal;107721996;B00;Základní škola;;74.0;;Nové Chalupy;38462.0;Nová Pec;17681537.0;120;7901C001;Základní škola;10.0;90;100;120.0;10;;ANO
650050142;75004577;2;CZ0315;3109;Základní škola a Mateřská škola Nová Pec;Základní škola a Mateřská škola;;74.0;;Nové Chalupy;38462;Nová Pec;388 336 035;388 336 035;zsnovapec@centrum.cz;;;Mgr. Miloš Doležal;107721996;B00;Základní škola;;74.0;;Nové Chalupy;38462.0;Nová Pec;17681537.0;120;7901C01;Základní škola;10.0;90;100;120.0;10;;NE
650050258;70988382;2;CZ0313;3104;Základní škola Slavonice, okres Jindřichův Hradec;Základní škola;Jana Žižky;395.0;;Slavonice;37881;Slavonice;384 493 230;;reditelka@zsslavonice.cz;schorny@zsslavonice.cz;www.zsslavonice.cz;RNDr. Jitka Kašparová;107721228;B00;Základní škola;Jana Žižky;395.0;;Slavonice;37881.0;Slavonice;14770113.0;450;7901C001;Základní škola;10.0;90;100;450.0;10;;ANO
650050258;70988382;2;CZ0313;3104;Základní škola Slavonice, okres Jindřichův Hradec;Základní škola;Jana Žižky;395.0;;Slavonice;37881;Slavonice;384 493 230;;reditelka@zsslavonice.cz;schorny@zsslavonice.cz;www.zsslavonice.cz;RNDr. Jitka Kašparová;107721228;B00;Základní škola;Jana Žižky;395.0;;Slavonice;37881.0;Slavonice;14770113.0;450;7901C01;Základní škola;10.0;90;100;450.0;10;;NE
650050312;70999694;2;CZ0315;3109;Základní škola a Mateřská škola Ktiš;Základní škola a Mateřská škola Ktiš;;16.0;;Ktiš;38403;Ktiš;725 975 760;;skola.ktis15@seznam.cz;reditel@skola.ktis.cz;www.skola-ktis.cz;Mgr. Jiří Galdia;107721945;B00;Základní škola;;16.0;;Ktiš;38403.0;Ktiš;777838.0;40;7901C01;Základní škola;10.0;90;100;40.0;10;;NE
650050363;71002308;2;CZ0533;5308;Základní škola a mateřská škola Vranová Lhota, okres Svitavy;Základní škola a mateřská škola;;70.0;;Vranová Lhota;57101;Vranová Lhota;461 328 282;;zs.vranovalhota@email.cz;;http://zs-a-ms-vranova-lhota3.webnode.cz;Mgr. Sylva Stropková;2506661;B00;Základní škola;;70.0;;Vranová Lhota;57101.0;Vranová Lhota;1875264.0;75;7901C001;Základní škola;10.0;90;100;75.0;10;;ANO
650050363;71002308;2;CZ0533;5308;Základní škola a mateřská škola Vranová Lhota, okres Svitavy;Základní škola a mateřská škola;;70.0;;Vranová Lhota;57101;Vranová Lhota;461 328 282;;zs.vranovalhota@email.cz;;http://zs-a-ms-vranova-lhota3.webnode.cz;Mgr. Sylva Stropková;2506661;B00;Základní škola;;70.0;;Vranová Lhota;57101.0;Vranová Lhota;1875264.0;75;7901C01;Základní škola;10.0;90;100;75.0;10;;NE
650050444;71005285;2;CZ0531;5304;Základní škola, Zaječice, okres Chrudim;Základní škola, Zaječice, okres Chrudim;;49.0;;Zaječice;53835;Zaječice;601 591 753;;reditel@skolazajecice.cz;;http://www.skolazajecice.cz;Mgr. Radek Machatý;102142157;B00;Základní škola;;49.0;;Zaječice;53835.0;Zaječice;5415314.0;100;7901C01;Základní škola;10.0;90;100;100.0;10;;NE
650050517;72742437;2;CZ0511;5101;Základní škola a Mateřská škola Zahrádky, okres Česká Lípa, příspěvková organizace;Základní škola a Mateřská škola;;19.0;;Zahrádky;47101;Zahrádky;487 877 245;;zsmszahradky@seznam.cz;;;Mgr. Elena Průchová;102005141;B00;Základní škola;;19.0;;Zahrádky;47101.0;Zahrádky;13094599.0;60;7901C01;Základní škola;10.0;90;100;60.0;10;;NE
650050576;70188556;2;CZ0524;5213;Základní škola a mateřská škola Rychnov nad Kněžnou, Roveň 60;Základní škola a mateřská škola;;60.0;;Roveň;51601;Rychnov nad Kněžnou;494 535 548;;zsrovenrk@seznam.cz;;;Mgr. Jindřiška Klugerová;108009271;B00;Základní škola;;60.0;;Roveň;51601.0;Rychnov nad Kněžnou;9802541.0;54;7901C01;Základní škola;10.0;90;100;54.0;10;;NE
650050606;71008918;2;CZ0534;5314;Základní škola a mateřská škola, Skořenice;Základní škola a mateřská škola;;2.0;;Skořenice;56501;Skořenice;603 857 301;;zs@zsskorenice.cz;;http://www.zsskorenice.cz;Mgr. Iveta Diepoltová;108031365;B00;Základní škola;;2.0;;Skořenice;56501.0;Skořenice;18066313.0;70;7901C01;Základní škola;10.0;90;100;70.0;10;;NE
650050738;75000971;2;CZ0316;3101;Základní škola a Mateřská škola Záboří, okres Strakonice;Základní škola a Mateřská škola;;105.0;;Záboří;38734;Záboří;383 494 425;;zs.zabori@centrum.cz;;www.zszabori.cz;Mgr. Michal Gutwirth;107722437;B00;Základní škola;;105.0;;Záboří;38734.0;Záboří;18430431.0;288;7901C001;Základní škola;10.0;90;100;288.0;10;;ANO
650050738;75000971;2;CZ0316;3101;Základní škola a Mateřská škola Záboří, okres Strakonice;Základní škola a Mateřská škola;;105.0;;Záboří;38734;Záboří;383 494 425;;zs.zabori@centrum.cz;;www.zszabori.cz;Mgr. Michal Gutwirth;107722437;B00;Základní škola;;105.0;;Záboří;38734.0;Záboří;18430431.0;288;7901C01;Základní škola;10.0;90;100;288.0;10;;NE
650050801;70978204;2;CZ0524;5213;Základní škola a Mateřská škola Černíkovice, okres Rychnov nad Kněžnou;Základní škola a Mateřská škola;;295.0;;Černíkovice;51704;Černíkovice;494 384 146 ,775178141;;iva.smejdova@zsms-cernikovice.cz;;www.zsms-cernikovice.cz;Mgr. Iva Šmejdová;102390428;B00;Základní škola;;295.0;;Černíkovice;51704.0;Černíkovice;82079013.0;80;7901C01;Základní škola;10.0;90;100;80.0;10;;NE
650050860;70993424;2;CZ0315;3116;Základní škola a mateřská škola Strážný;Základní škola a mateřská škola Strážný;;6.0;;Strážný;38443;Strážný;797 997 115;;zsstrazny@seznam.cz;;www.zsstrazny.cz;Mgr. Růžena Zámečníková;107722003;B00;Základní škola;;6.0;;Strážný;38443.0;Strážný;876186.0;40;7901C001;Základní škola;10.0;90;100;40.0;10;;ANO
650050860;70993424;2;CZ0315;3116;Základní škola a mateřská škola Strážný;Základní škola a mateřská škola Strážný;;6.0;;Strážný;38443;Strážný;797 997 115;;zsstrazny@seznam.cz;;www.zsstrazny.cz;Mgr. Růžena Zámečníková;107722003;B00;Základní škola;;6.0;;Strážný;38443.0;Strážný;876186.0;40;7901C01;Základní škola;10.0;90;100;40.0;10;;NE
650050941;70996342;2;CZ0315;3109;Základní škola a Mateřská škola Lenora, okres Prachatice;Základní škola a Mateřská škola;;86.0;;Lenora;38442;Lenora;388 438 822;388 438 822;zbynekjicha@seznam.cz;reditel@zsamslenora.cz;www.zsamslenora.cz;Mgr. et Mgr. Zbyněk Jícha;107721970;B00;Základní škola;;86.0;;Lenora;38442.0;Lenora;851566.0;75;7901C001;Základní škola;10.0;90;100;75.0;10;;ANO
650050941;70996342;2;CZ0315;3109;Základní škola a Mateřská škola Lenora, okres Prachatice;Základní škola a Mateřská škola;;86.0;;Lenora;38442;Lenora;388 438 822;388 438 822;zbynekjicha@seznam.cz;reditel@zsamslenora.cz;www.zsamslenora.cz;Mgr. et Mgr. Zbyněk Jícha;107721970;B00;Základní škola;;86.0;;Lenora;38442.0;Lenora;851566.0;75;7901C01;Základní škola;10.0;90;100;75.0;10;;NE
650051041;70985111;2;CZ0313;3105;Základní škola a Mateřská škola Jarošov nad Nežárkou;Základní škola a Mateřská škola;;136.0;;Jarošov nad Nežárkou;37841;Jarošov nad Nežárkou;384 396 123;;skola@zsjarosovnn.cz;;;Mgr. Martina Plášilová;107720922;B00;Základní škola;;136.0;;Jarošov nad Nežárkou;37841.0;Jarošov nad Nežárkou;14717808.0;70;7901C01;Základní škola;10.0;90;100;70.0;10;;NE
650051173;70981523;2;CZ0534;5313;Základní škola a Mateřská škola Orlické Podhůří;Základní škola a Mateřská škola;;59.0;;Říčky;56201;Orlické Podhůří;+42 073 945 5233;;skola@orlickepodhuri.cz;skola@orlickepodhuri.cz;;Mgr. Jitka Bulvová;102642273;B00;Základní škola;;59.0;;Říčky;56201.0;Orlické Podhůří;18039847.0;50;7901C01;Základní škola;10.0;90;100;50.0;10;;NE
650051238;71004041;2;CZ0315;3109;Základní škola a Mateřská škola Strunkovice nad Blanicí;ZŠ a MŠ Strunkovice nad Blanicí;;202.0;;Strunkovice nad Blanicí;38426;Strunkovice nad Blanicí;388 327 493;;skola@zsstrunkovice.cz;;http://www.zsstrunkovice.cz;Mgr. Eva Zemanová;107722011;B00;Základní škola;;202.0;;Strunkovice nad Blanicí;38426.0;Strunkovice nad Blanicí;864374.0;270;7901C01;Základní škola;10.0;90;100;270.0;10;;NE
650051301;75016133;2;CZ0534;5313;Základní škola a Mateřská škola Jehnědí, okres Ústí nad Orlicí;Základní škola a Mateřská škola Jehnědí;;82.0;;Jehnědí;56201;Jehnědí;465 547 259;;zsjehnedi@wo.cz;;http://www.jehnedi.cz;Mgr. Ivana Myšáková;102642133;B00;Základní škola;;82.0;;Jehnědí;56201.0;Jehnědí;17990734.0;50;7901C01;Základní škola;10.0;90;100;50.0;10;;NE
650051351;70998094;2;CZ0531;5304;Základní škola Vejvanovice, okres Chrudim;ZŠ Vejvanovice, okres Chrudim;;56.0;;Vejvanovice;53862;Vejvanovice;606 671 461;;skola@zsvejvanovice.cz;vd1@seznam.cz;http://www.zsvejvanovice.cz;Mgr. Vladimír Dvořák;102142131;B00;Základní škola;;56.0;;Vejvanovice;53862.0;Vejvanovice;5409977.0;60;7901C01;Základní škola;10.0;90;100;60.0;10;;NE
650051394;70985995;2;CZ0534;5315;ZÁKLADNÍ ŠKOLA A MATEŘSKÁ ŠKOLA TĚCHONÍN;ZÁKLADNÍ ŠKOLA a MATEŘSKÁ ŠKOLA;;4.0;;Těchonín;56166;Těchonín;465 635 811;;zstechonin@email.cz;zstechonin@email.cz;www.zstechonin.cz;Lenka Kreuselová;102642346;B00;Základní škola;;4.0;;Těchonín;56166.0;Těchonín;18077790.0;60;7901C01;Základní škola;10.0;90;100;60.0;10;;NE
650051548;71005153;2;CZ0314;3108;Základní škola a Mateřská škola Čimelice, okres Písek;Základní škola a Mateřská škola;;115.0;;Čimelice;39804;Čimelice;382 228 118;;skola@zscimelice.cz;vladalinhart@seznam.cz;http://zscimelice.cz/;Mgr. Vladislav Linhart;108053750;B00;Základní škola;;115.0;;Čimelice;39804.0;Čimelice;5557968.0;250;7901C001;Základní škola;10.0;90;100;250.0;10;;ANO
650051548;71005153;2;CZ0314;3108;Základní škola a Mateřská škola Čimelice, okres Písek;Základní škola a Mateřská škola;;115.0;;Čimelice;39804;Čimelice;382 228 118;;skola@zscimelice.cz;vladalinhart@seznam.cz;http://zscimelice.cz/;Mgr. Vladislav Linhart;108053750;B00;Základní škola;;115.0;;Čimelice;39804.0;Čimelice;5557968.0;250;7901C01;Základní škola;10.0;90;100;250.0;10;;NE
650051653;75018772;2;CZ0531;5304;Základní škola a mateřská škola Proseč;Základní škola a mateřská škola Proseč;Rybenská;260.0;;Proseč;53944;Proseč;469 321 291;;skola@zsprosec.cz;peskova.r@zsprosec.cz;http://www.zsprosec.cz;Mgr. Romana Pešková;102142564;B00;Základní škola;Rybenská;260.0;;Proseč;53944.0;Proseč;5345481.0;360;7901C01;Základní škola;10.0;90;100;360.0;10;;NE
650051700;61660116;1;CZ020B;2123;Dětský domov se školou, středisko výchovné péče a základní škola Sedlec-Prčice;DDŠ, SVP a ZŠ;Luční;330.0;;Sedlec;25791;Sedlec-Prčice;317 712 542;;info@ddsedlec.cz;sekretariat@ddsedlec.cz;http://www.ddsedlec.cz;Mgr. Libor Ťoupalík;150051727;B00;Základní škola;Luční;330.0;;Sedlec;25791.0;Sedlec-Prčice;26611325.0;48;7901C01;Základní škola;10.0;90;100;48.0;10;;NE
650051742;71003151;2;CZ0533;5308;Základní škola a mateřská škola Chornice, okres Svitavy;Základní škola a mateřská škola;Nádražní;19.0;;Chornice;56942;Chornice;461 322 033;;zschornice@mtr.cz;;http://www.zschornice.cz;PaedDr. Zdenka Vašíčková;2506840;B00;Základní škola;Nádražní;19.0;;Chornice;56942.0;Chornice;1876511.0;320;7901C001;Základní škola;10.0;90;100;320.0;10;;ANO
650051742;71003151;2;CZ0533;5308;Základní škola a mateřská škola Chornice, okres Svitavy;Základní škola a mateřská škola;Nádražní;19.0;;Chornice;56942;Chornice;461 322 033;;zschornice@mtr.cz;;http://www.zschornice.cz;PaedDr. Zdenka Vašíčková;2506840;B00;Základní škola;Nádražní;19.0;;Chornice;56942.0;Chornice;1876511.0;320;7901C01;Základní škola;10.0;90;100;320.0;10;;NE
650051807;70982368;2;CZ0534;5315;Základní škola a mateřská škola Mistrovice;Základní škola a mateřská škola;;11.0;;Mistrovice;56164;Mistrovice;465 641 622;;zsmsmistrovice@seznam.cz;reditel.mistrovice@seznam.cz;http://www.zsmsmistrovice.cz;Mgr. et Mgr. Miroslava Škorvánková;102642214;B00;Základní škola;;11.0;;Mistrovice;56164.0;Mistrovice;5642566.0;60;7901C01;Základní škola;10.0;90;100;60.0;10;;NE
650051866;71008934;2;CZ0534;5314;Základní škola a Mateřská škola Vraclav, okres Ústí nad Orlicí;Základní škola a Mateřská škola;;52.0;;Vraclav;56542;Vraclav;465 482 115;;skola@zsvraclav.cz;;http://www.zsvraclav.cz/skola/;Mgr. Pavlína Štanclová;102642397;B00;Základní škola;;52.0;;Vraclav;56542.0;Vraclav;18090478.0;85;7901C001;Základní škola;10.0;90;100;65.0;10;;ANO
650051866;71008934;2;CZ0534;5314;Základní škola a Mateřská škola Vraclav, okres Ústí nad Orlicí;Základní škola a Mateřská škola;;52.0;;Vraclav;56542;Vraclav;465 482 115;;skola@zsvraclav.cz;;http://www.zsvraclav.cz/skola/;Mgr. Pavlína Štanclová;102642397;B00;Základní škola;;52.0;;Vraclav;56542.0;Vraclav;18090478.0;85;7901C01;Základní škola;10.0;90;100;85.0;10;;NE
650051963;70999945;2;CZ0531;5302;Základní škola a mateřská škola Holetín;Základní škola a mateřská škola Holetín;;178.0;;Horní Holetín;53971;Holetín;739 455 235 ,777319174;;info@skolaholetin.cz;;http://www.skolaholetin.cz;Mgr. Barbora Černohubá;102130949;B00;Základní škola;;178.0;;Horní Holetín;53971.0;Holetín;42333539.0;60;7901C001;Základní škola;10.0;90;100;60.0;10;;ANO
650051963;70999945;2;CZ0531;5302;Základní škola a mateřská škola Holetín;Základní škola a mateřská škola Holetín;;178.0;;Horní Holetín;53971;Holetín;739 455 235 ,777319174;;info@skolaholetin.cz;;http://www.skolaholetin.cz;Mgr. Barbora Černohubá;102130949;B00;Základní škola;;178.0;;Horní Holetín;53971.0;Holetín;42333539.0;60;7901C01;Základní škola;10.0;90;100;60.0;10;;NE
650052013;70981302;2;CZ0534;5315;Základní škola a mateřská škola Lukavice, okres Ústí nad Orlicí;Základní škola a mateřská škola;;118.0;;Lukavice;56151;Lukavice;465 621 410;465 621 410;zs@zs-ms-lukavice.cz;;;Mgr. Jitka Hájková;102642184;B00;Základní škola;;118.0;;Lukavice;56151.0;Lukavice;5617936.0;86;7901C01;Základní škola;10.0;90;100;86.0;10;;NE
650052081;71011731;2;CZ0533;5308;Základní škola a mateřská škola Městečko Trnávka, okres Svitavy;Základní škola a mateřská škola;;103.0;;Městečko Trnávka;56941;Městečko Trnávka;461 329 122;461 329 122;zs.mtrnavka@mtr.cz;;www.zsmtrnavka.cz;Mgr. Jolana Sejbalová;2506955;B00;Základní škola;;103.0;;Městečko Trnávka;56941.0;Městečko Trnávka;1817604.0;300;7901C001;Základní škola;10.0;90;100;300.0;10;;ANO
650052081;71011731;2;CZ0533;5308;Základní škola a mateřská škola Městečko Trnávka, okres Svitavy;Základní škola a mateřská škola;;103.0;;Městečko Trnávka;56941;Městečko Trnávka;461 329 122;461 329 122;zs.mtrnavka@mtr.cz;;www.zsmtrnavka.cz;Mgr. Jolana Sejbalová;2506955;B00;Základní škola;;103.0;;Městečko Trnávka;56941.0;Městečko Trnávka;1817604.0;300;7901C01;Základní škola;10.0;90;100;300.0;10;;NE
650052307;70989222;2;CZ0534;5315;Základní škola a Mateřská škola Orličky;Základní škola a Mateřská škola;;190.0;;Orličky;56155;Orličky;465 649 229;;zsorlicky@tiscali.cz;;;Mgr. Iveta Hocková;102642265;B00;Základní škola;;190.0;;Orličky;56155.0;Orličky;18042376.0;50;7901C001;Základní škola;10.0;90;100;50.0;10;;ANO
650052307;70989222;2;CZ0534;5315;Základní škola a Mateřská škola Orličky;Základní škola a Mateřská škola;;190.0;;Orličky;56155;Orličky;465 649 229;;zsorlicky@tiscali.cz;;;Mgr. Iveta Hocková;102642265;B00;Základní škola;;190.0;;Orličky;56155.0;Orličky;18042376.0;50;7901C01;Základní škola;10.0;90;100;50.0;10;;NE
650052366;75016338;2;CZ0533;5312;Základní škola Brněnec, Moravská Chrastová 100, okres Svitavy;Základní škola;;100.0;;Moravská Chrastová;56904;Brněnec;461 523 126;;martin.zaruba@brnenec.cz;reditelna@zsbrnenec.cz;www.zsbrnenec.cz;Mgr. Lenka Kašparová;2506751;B00;Základní škola;;100.0;;Moravská Chrastová;56904.0;Brněnec;15916154.0;350;7901C001;Základní škola;10.0;90;100;350.0;10;;ANO
650052366;75016338;2;CZ0533;5312;Základní škola Brněnec, Moravská Chrastová 100, okres Svitavy;Základní škola;;100.0;;Moravská Chrastová;56904;Brněnec;461 523 126;;martin.zaruba@brnenec.cz;reditelna@zsbrnenec.cz;www.zsbrnenec.cz;Mgr. Lenka Kašparová;2506751;B00;Základní škola;;100.0;;Moravská Chrastová;56904.0;Brněnec;15916154.0;350;7901C01;Základní škola;10.0;90;100;350.0;10;;NE
650052391;71009426;2;CZ0533;5312;ZÁKLADNÍ ŠKOLA A MATEŘSKÁ ŠKOLA KOCLÍŘOV, okres Svitavy;ZŠ A MŠ KOCLÍŘOV, okres Svitavy;;123.0;;Koclířov;56911;Koclířov;461 543 148;;skolakoclirov@seznam.cz;;http://www.zskoclirov.estranky.cz;PaedDr. Jana Jakubcová;2506351;B00;Základní škola;;125.0;;Koclířov;56911.0;Koclířov;1806203.0;60;7901C01;Základní škola;10.0;90;100;60.0;10;;NE
650052447;70989028;2;CZ0207;2116;Základní škola Mnichovo Hradiště, Studentská 895, příspěvková organizace;Základní škola;Studentská;895.0;;Mnichovo Hradiště;29501;Mnichovo Hradiště;326 771 890;;skola@2zsmh.cz;;http://www.2zsmh.cz;Mgr. Vladimír Čermák;102338019;B00;Základní škola;Studentská;895.0;;Mnichovo Hradiště;29501.0;Mnichovo Hradiště;15561666.0;700;7901C01;Základní škola;10.0;90;100;700.0;10;;NE
650052510;70994838;2;CZ0534;5305;Základní škola a mateřská škola Červená Voda;Základní škola a mateřská škola;;341.0;;Červená Voda;56161;Červená Voda;465 626 220;;reditel@cvvoda.cz;bily.ludek@cvvoda.cz;cvvoda.cz;Mgr. Luděk Bílý;102642940;B00;Základní škola;;341.0;;Červená Voda;56161.0;Červená Voda;17932149.0;480;7901C01;Základní škola;10.0;90;100;480.0;10;;NE
650052595;70985642;2;CZ0533;5307;Základní škola a Mateřská škola Čistá, okres Svitavy;Základní škola a Mateřská škola;;3.0;;Čistá;56956;Čistá;461 634 115;;skolacista@seznam.cz;;http://zscista.cz;Mgr. Miloslava Siglová;2506289;B00;Základní škola;;3.0;;Čistá;56956.0;Čistá;1836749.0;60;7901C001;Základní škola;10.0;90;100;60.0;10;;ANO
650052595;70985642;2;CZ0533;5307;Základní škola a Mateřská škola Čistá, okres Svitavy;Základní škola a Mateřská škola;;3.0;;Čistá;56956;Čistá;461 634 115;;skolacista@seznam.cz;;http://zscista.cz;Mgr. Miloslava Siglová;2506289;B00;Základní škola;;3.0;;Čistá;56956.0;Čistá;1836749.0;60;7901C01;Základní škola;10.0;90;100;60.0;10;;NE
650052650;71006281;2;CZ0534;5315;Základní škola a Mateřská škola Líšnice, okres Ústí nad Orlicí;Základní škola a Mateřská škola;;248.0;;Líšnice;56184;Líšnice;465 612 360;;zslisnice@seznam.cz;;http://zsmslisnice.webnode.cz;Bc. Jitka Brandejsová, DiS.;102642176;B00;Základní škola;;248.0;;Líšnice;56184.0;Líšnice;18022502.0;60;7901C01;Základní škola;10.0;90;100;60.0;10;;NE
650052757;70986321;2;CZ0533;5308;Základní škola a Mateřská škola, Dlouhá Loučka, okres Svitavy;ZŠ a MŠ, Dlouhá Loučka, okres Svitavy;;98.0;;Dlouhá Loučka;56943;Dlouhá Loučka;777 200 206;;zsdlouhaloucka@centrum.cz;;http://www.skola-dlouhaloucka.cz;Petra Šulcová, DiS.;2506297;B00;Základní škola;;98.0;;Dlouhá Loučka;56943.0;Dlouhá Loučka;1842587.0;58;7901C001;Základní škola;10.0;90;100;58.0;10;;ANO
650052757;70986321;2;CZ0533;5308;Základní škola a Mateřská škola, Dlouhá Loučka, okres Svitavy;ZŠ a MŠ, Dlouhá Loučka, okres Svitavy;;98.0;;Dlouhá Loučka;56943;Dlouhá Loučka;777 200 206;;zsdlouhaloucka@centrum.cz;;http://www.skola-dlouhaloucka.cz;Petra Šulcová, DiS.;2506297;B00;Základní škola;;98.0;;Dlouhá Loučka;56943.0;Dlouhá Loučka;1842587.0;58;7901C01;Základní škola;10.0;90;100;58.0;10;;NE
650052820;75015986;2;CZ0534;5301;Základní škola a mateřská škola Pramínek, Semanín;Základní škola a mateřská škola;;118.0;;Semanín;56002;Semanín;777 215 149;;vesela.michaela1@seznam.cz;;www.zssemanin.cz;Mgr. Michaela Veselá;102642036;B00;Základní škola;;118.0;;Semanín;56002.0;Semanín;18065465.0;65;7901C001;Základní škola;10.0;90;100;65.0;10;;ANO
650052820;75015986;2;CZ0534;5301;Základní škola a mateřská škola Pramínek, Semanín;Základní škola a mateřská škola;;118.0;;Semanín;56002;Semanín;777 215 149;;vesela.michaela1@seznam.cz;;www.zssemanin.cz;Mgr. Michaela Veselá;102642036;B00;Základní škola;;118.0;;Semanín;56002.0;Semanín;18065465.0;65;7901C01;Základní škola;10.0;90;100;65.0;10;;NE
650052927;60610166;2;CZ0326;3211;Základní škola Mýto, okres Rokycany, příspěvková organizace;Základní škola;Plzeňská;326.0;;Mýto;33805;Mýto;371 750 369;;reditel.zs@mestomyto.cz;;;Mgr. Lenka Helešicová;102376344;B00;Základní škola;Plzeňská;326.0;;Mýto;33805.0;Mýto;7131321.0;299;7901C01;Základní škola;10.0;90;100;299.0;10;;NE
650052960;70985758;2;CZ0533;5308;Základní škola a mateřská škola, Jaroměřice, okres Svitavy;Základní škola a mateřská škola;;310.0;;Jaroměřice;56944;Jaroměřice;605 402 931;;reditel@zsjaromerice.cz;info@zsjaromerice.cz;http://www.zsjaromerice.cz;Mgr. Leona Dufková;2506505;B00;Základní škola;;310.0;;Jaroměřice;56944.0;Jaroměřice;1885910.0;200;7901C01;Základní škola;10.0;90;100;200.0;10;;NE
650052978;75006995;2;CZ0326;3211;Základní škola a Mateřská škola Kařez, příspěvková organizace;Základní škola a Mateřská škola;;185.0;;Kařez;33808;Kařez;602 146 320;;reditelka@zskarez.cz;;https://www.zskarez.cz/;Mgr. Alena Hybnerová;102109826;B00;Základní škola;;185.0;;Kařez;33808.0;Kařez;7117337.0;64;7901C01;Základní škola;10.0;90;100;64.0;10;;NE
650053095;71011617;2;CZ0713;7108;Základní škola a mateřská škola Pěnčín, příspěvková organizace;Základní škola a mateřská škola;;17.0;;Pěnčín;79857;Pěnčín;582 378 748;;zspencin@seznam.cz;;;Mgr. Lenka Lošťáková;102579962;B00;Základní škola;;17.0;;Pěnčín;79857.0;Pěnčín;10558837.0;60;7901C01;Základní škola;10.0;90;100;60.0;10;;NE
650053109;71006257;2;CZ0531;5302;Základní škola, Trhová Kamenice, okres Chrudim;Základní škola;Raisovo náměstí;2.0;;Trhová Kamenice;53952;Trhová Kamenice;773 450 111;;zs.trhovakamenice@seznam.cz;;www.zstk.cz;Mgr. Radek Nejedlý;102142696;B00;Základní škola;Raisovo náměstí;2.0;;Trhová Kamenice;53952.0;Trhová Kamenice;5367361.0;300;7901C001;Základní škola;10.0;90;100;300.0;10;;ANO
